Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	5	1.7793594306049825	0.06262416247008953	2316, 3326, 3320, 65018, 5216	185	136	16792	3.337042925278219	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0072655~establishment of protein localization to mitochondrion	2	0.7117437722419928	0.0639799221664282	65018, 3099	185	6	16792	30.25585585585586	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:22	3	1.0676156583629894	0.06514445618608122	4670, 388697, 6238	205	41	20063	7.161094586555622	1.0	1.0	1.0
UP_KEYWORDS	Coiled coil	40	14.23487544483986	0.06557208320377911	10190, 23526, 9146, 10273, 115677, 3320, 245973, 79172, 143570, 26019, 4629, 6709, 27102, 60312, 10297, 515, 7975, 8602, 8888, 2803, 51747, 7112, 4000, 221037, 27039, 23215, 2312, 26121, 26000, 144404, 387885, 55379, 26146, 6238, 11177, 55119, 54623, 79729, 11018, 11138	209	3036	20581	1.297413494209833	0.9999999780259927	0.7749428014992077	0.7540789568434597
UP_SEQ_FEATURE	repeat:21	3	1.0676156583629894	0.07080986384334209	4670, 388697, 6238	205	43	20063	6.828020419739082	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006418~tRNA aminoacylation for protein translation	3	1.0676156583629894	0.0710318533609933	4141, 10352, 55152	185	40	16792	6.807567567567568	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005741~mitochondrial outer membrane	5	1.7793594306049825	0.07104292082916455	80179, 8564, 8303, 65018, 3099	192	149	18224	3.1851230425055927	0.999999997352513	1.0	1.0
KEGG_PATHWAY	hsa04914:Progesterone-mediated oocyte maturation	4	1.4234875444839856	0.07110069201986569	3326, 3320, 109, 9088	77	87	6879	4.107478728168384	0.9999939898098629	1.0	1.0
GOTERM_CC_DIRECT	GO:0043209~myelin sheath	5	1.7793594306049825	0.07587753416309234	11076, 515, 3320, 50, 10015	192	152	18224	3.1222587719298245	0.9999999993460966	1.0	1.0
INTERPRO	IPR020568:Ribosomal protein S5 domain 2-type fold	3	1.0676156583629894	0.07592005673105519	3326, 10131, 3320	193	44	18559	6.5564060292039565	0.9999999999999999	1.0	1.0
GOTERM_BP_DIRECT	GO:0035556~intracellular signal transduction	9	3.202846975088968	0.07624336824615294	23526, 1399, 90864, 65018, 109, 4216, 140459, 8878, 5590	185	403	16792	2.0270672657769433	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005815~microtubule organizing center	5	1.7793594306049825	0.07742152731910645	9584, 57448, 1400, 10015, 5590	192	153	18224	3.101851851851852	0.9999999995822766	1.0	1.0
UP_SEQ_FEATURE	repeat:10	4	1.4234875444839856	0.07825437102542321	4670, 388697, 6238, 9295	205	98	20063	3.9946241911398706	1.0	1.0	1.0
UP_KEYWORDS	Repressor	11	3.9145907473309607	0.07877808282601607	5928, 26155, 51341, 1153, 7975, 57451, 51535, 10488, 7182, 10336, 23414	209	592	20581	1.829747510668563	0.9999999994571147	0.876198664650984	0.8526087006026881
UP_SEQ_FEATURE	repeat:20	3	1.0676156583629894	0.0795937216322942	4670, 388697, 6238	205	46	20063	6.382714740190881	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0060071~Wnt signaling pathway, planar cell polarity pathway	4	1.4234875444839856	0.08027007703762253	8322, 5708, 5216, 10213	185	92	16792	3.9464159811985904	1.0	1.0	1.0
UP_KEYWORDS	Stress response	4	1.4234875444839856	0.0808798767370139	3326, 1153, 10131, 3320	209	100	20581	3.9389473684210525	0.9999999997002278	0.876198664650984	0.8526087006026881
GOTERM_MF_DIRECT	GO:0046332~SMAD binding	3	1.0676156583629894	0.08129156954471402	2316, 10273, 8928	187	43	16881	6.298097251585625	0.9999999999999396	1.0	1.0
UP_SEQ_FEATURE	repeat:5	5	1.7793594306049825	0.0827181051276373	4670, 388697, 10297, 6238, 9295	205	161	20063	3.0393879715194667	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0031497~chromatin assembly	2	0.7117437722419928	0.08438845668866204	5928, 26155	185	8	16792	22.691891891891895	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0030235~nitric-oxide synthase regulator activity	2	0.7117437722419928	0.08483795464319169	3326, 3320	187	8	16881	22.568181818181817	0.9999999999999849	1.0	1.0
KEGG_PATHWAY	hsa04390:Hippo signaling pathway	5	1.7793594306049825	0.0852413532141359	8322, 1453, 5499, 10297, 5590	77	151	6879	2.958200739657693	0.999999506867861	1.0	1.0
UP_SEQ_FEATURE	repeat:19	3	1.0676156583629894	0.08562786976593026	4670, 388697, 6238	205	48	20063	6.116768292682927	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:18	3	1.0676156583629894	0.0886953687849622	4670, 388697, 6238	205	49	20063	5.991936286709806	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0042470~melanosome	4	1.4234875444839856	0.08989790995876903	4629, 3326, 3320, 10015	192	101	18224	3.7590759075907587	0.999999999989132	1.0	1.0
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	9	3.202846975088968	0.09321612188024173	8564, 7298, 81034, 54675, 515, 10131, 65018, 10939, 55052	192	441	18224	1.9370748299319727	0.9999999999959167	1.0	1.0
UP_KEYWORDS	Transit peptide	10	3.558718861209965	0.09505985611244827	2744, 284106, 10352, 515, 10131, 65018, 51106, 50, 55052, 384	209	536	20581	1.8371956009426553	0.9999999999947379	0.988622503569462	0.9620057438579764
UP_SEQ_FEATURE	repeat:9	4	1.4234875444839856	0.09574867233482996	4670, 388697, 6238, 9295	205	107	20063	3.658627763847732	1.0	1.0	1.0
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	4	1.4234875444839856	0.09598095368639768	3326, 3320, 109, 10488	77	99	6879	3.6096025186934284	0.99999992806411	1.0	1.0
GOTERM_BP_DIRECT	GO:0000398~mRNA splicing, via spliceosome	6	2.135231316725979	0.09796853723522886	55760, 4670, 26121, 8896, 11066, 9295	185	222	16792	2.4531775018261506	1.0	1.0	1.0
UP_SEQ_FEATURE	zinc finger region:PHD-type	3	1.0676156583629894	0.09808782455238882	11083, 11177, 83860	205	52	20063	5.646247654784241	1.0	1.0	1.0
INTERPRO	IPR003890:MIF4G-like, type 3	2	0.7117437722419928	0.09879097844016661	26019, 57409	193	10	18559	19.232124352331606	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005524~ATP binding	23	8.185053380782918	0.09935888155547506	4141, 7444, 8576, 3320, 65018, 10939, 3099, 9088, 55152, 653857, 5590, 80179, 10998, 4629, 55760, 3326, 27102, 1453, 953, 10352, 10131, 109, 4216	187	1495	16881	1.388811188811189	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0031526~brush border membrane	3	1.0676156583629894	0.09986137385431135	6550, 3326, 3320	192	51	18224	5.583333333333334	0.9999999999994312	1.0	1.0
