ID	Description	GeneRatio	BgRatio	pvalue	p_adjust	qvalue	geneID	Count	GO	Sample
GO:0071559	response to transforming growth factor beta	94/4519	225/17381	1.62355976345483e-07	1.16219819733975e-05	9.06589261397834e-06	3675/2734/23411/10454/55612/7040/1277/4738/9518/9040/6498/7057/4092/4087/2201/90/867/5371/5045/463/678/201163/7071/4091/7048/3693/3622/114990/23592/5598/8837/6868/2348/23370/6935/3309/5494/6794/4088/5155/80139/283149/1601/56937/5170/54778/9372/51592/2530/1745/142/7042/10370/50848/5796/26036/3725/2022/56288/25805/4221/8928/8239/6497/5590/10755/9392/2908/7041/27122/5829/1398/864/2280/28996/8576/1385/677/6714/8692/8754/23089/4090/4086/5747/7316/3987/50515/10273/7314/9110/5300/1785/6625	94	BP	group1
GO:0006984	ER-nucleus signaling pathway	28/4519	44/17381	1.66244999823421e-07	1.17603668698615e-05	9.17384172400202e-06	23645/7494/7466/8440/1965/2932/22937/11160/55294/4690/7184/488/811/666/3309/8720/84919/22926/4000/5770/4780/468/9451/10613/9709/51360/83939/1649	28	BP	group1
GO:0036503	ERAD pathway	48/4519	94/17381	1.73401731326123e-07	1.21240070984184e-05	9.45750446498415e-06	5704/51009/6449/7466/7844/6388/23753/5700/29954/23197/11160/29761/84447/83590/7184/92305/11236/55432/7706/80267/55139/3309/91445/55666/6400/29978/54788/84236/7327/118424/1861/91304/7415/9666/55298/11253/55741/56886/4780/80020/10613/9709/10206/5701/5702/10956/10273/9097	48	BP	group1
GO:2000027	regulation of animal organ morphogenesis	102/4519	250/17381	1.99528585206995e-07	1.37359710553016e-05	1.07149399148203e-05	5704/1951/5711/7494/51804/7040/5691/5216/6928/3280/3217/6909/652/6495/3976/6608/3975/7482/4609/5700/5717/5689/9620/7849/90/5709/10512/5686/1952/4851/55294/8324/8321/5692/7855/7048/166336/10818/5469/8837/5708/1857/2535/10498/5693/1601/59277/1435/2668/3516/57822/160/81839/6256/84870/5699/7042/10370/5710/4919/860/7422/25/2022/5292/659/9500/10082/1855/7020/2683/4300/2296/4781/1173/4487/1499/2260/54880/596/5154/89958/23198/51339/7291/144165/5701/6431/5695/10427/8323/5702/8322/5719/161/7316/10197/84133/11331/7314/163/10409	102	BP	group1
GO:1903364	positive regulation of cellular protein catabolic process	86/4519	202/17381	2.01025353877689e-07	1.37359710553016e-05	1.07149399148203e-05	996/5704/9817/5711/7494/57761/6449/5691/1075/26271/8554/255488/5700/5717/4092/5689/8312/2932/5709/54467/5686/10769/55294/5692/11236/9655/26263/5708/10221/115992/1453/27185/29882/9810/139285/5693/11065/29978/2185/1601/26234/5962/91304/5663/5699/7415/1454/2629/5710/8945/127544/55741/1855/25820/7341/122809/6790/4780/754/8454/23198/51339/6872/9709/51343/55070/10425/51434/144165/5701/4193/93974/5695/1050/25897/154214/5747/5702/5719/7316/55743/10197/207/3949/10273/7314	86	BP	group1
GO:0043543	protein acylation	91/4519	217/17381	2.07167006959037e-07	1.39965754252212e-05	1.0918228066345e-05	23411/23774/7040/2648/1962/80218/6659/3976/23558/10902/26122/11143/23326/55011/1387/2033/10664/7994/201163/25921/81926/10629/55677/51304/80155/4204/55689/55167/93624/3054/6879/84289/55625/5187/79929/80314/8607/5494/9425/57634/29801/9913/79829/9474/10847/55683/8295/27154/11091/9643/8861/27097/90780/57673/1810/55257/26036/84287/9329/23522/8473/51230/84243/54107/10524/9397/675/1487/25942/339287/55209/22976/10411/8648/55733/5495/7862/408/79903/6872/151507/7291/6418/4191/51125/23741/4297/122830/10626/4836/53615	91	BP	group1
GO:0030968	endoplasmic reticulum unfolded protein response	61/4519	130/17381	2.10985860262066e-07	1.40961997528423e-05	1.099594144243e-05	51009/23645/11015/7494/2137/7466/595/8440/29927/1965/51283/2033/118/8614/9820/9797/4690/84447/1200/7184/26608/7094/55432/811/80267/666/3309/64764/7095/8720/10488/22872/7415/9666/55298/84919/22926/4000/6464/2135/55738/5770/55741/56886/23480/4780/10106/468/9451/2081/9709/7709/51360/6745/90993/1649/7009/10273/80279/439/5611	61	BP	group1
GO:0044843	cell cycle G1/S phase transition	113/4519	284/17381	2.15022892024902e-07	1.4208051096107e-05	1.10831926762633e-05	997/4174/81610/54623/595/1027/4848/26271/4172/3398/3624/6659/8554/6117/1019/91/4609/57472/5310/1031/2033/23476/90/4175/4171/10926/1021/1017/5371/6502/10769/1956/55294/5903/571/81620/10263/993/8462/57521/835/56257/7015/6868/79791/5591/84967/637/79447/5426/7298/123879/10498/5932/8558/23133/1978/2810/5962/1869/1981/818/3275/493/6597/85456/26057/5325/55159/128239/4194/9928/143384/1647/4998/138151/1104/54107/7027/8451/4221/55388/5111/1874/55835/26524/55022/3373/6790/10106/596/1654/8454/51339/3688/6872/8317/5902/2935/8498/6198/51512/4193/3276/7316/10197/4850/9113/11331/51499/207/7314/25959	113	BP	group1
GO:0031123	RNA 3'-end processing	57/4519	119/17381	2.19708467200916e-07	1.43598588399903e-05	1.12016124696485e-05	10914/1477/79650/54623/23318/580/904/55149/22794/9785/9775/55520/5433/79670/64852/26024/10569/51585/123169/6432/54512/55339/10212/9810/9939/23283/9877/60528/6428/79869/351/84271/6832/9646/25896/26097/1736/9295/4116/114034/23404/80336/1025/6429/56254/10921/7884/118460/677/22916/11338/6431/90459/3297/10978/6430/6829	57	BP	group1
GO:0032886	regulation of microtubule-based process	79/4519	182/17381	2.37886866441191e-07	1.53686050724239e-05	1.19884993396275e-05	2288/57662/128866/1027/5997/5119/5310/81930/2932/57606/10733/10769/5903/899/25886/22974/10263/4204/153241/10432/10460/8851/6047/9475/4281/79929/26973/10615/8243/54461/6491/8045/79648/6904/5058/23299/23271/4926/55755/1778/23187/6249/126731/4751/9181/84722/25/79866/26586/57542/55835/1729/157922/26146/90102/6790/1499/11190/4233/7514/29899/54627/23636/3925/5902/8498/85458/10013/3192/64793/324/57132/89795/23499/636/123872/2064/22809/27243	79	BP	group1
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	80/4519	185/17381	2.42316407356354e-07	1.53686050724239e-05	1.19884993396275e-05	996/5704/9817/5711/7494/57761/6449/5691/1075/26271/8554/255488/5700/5717/4092/5689/8312/2932/5709/54467/5686/10769/55294/5692/11236/9655/26263/5708/10221/115992/1453/27185/29882/9810/5693/11065/29978/2185/1601/91304/5663/5699/7415/1454/2629/5710/8945/127544/55741/1855/25820/7341/122809/6790/4780/8454/23198/6872/9709/51343/55070/10425/51434/144165/5701/4193/93974/5695/1050/25897/154214/5747/5702/5719/7316/55743/10197/207/10273/7314	80	BP	group1
GO:0035239	tube morphogenesis	133/4519	347/17381	2.45986452469364e-07	1.53686050724239e-05	1.19884993396275e-05	51804/1522/7040/5216/6928/2648/8914/3280/3398/3217/6909/6659/1948/652/65266/6495/6608/3237/3169/5914/3975/7482/83605/4609/4040/4087/5310/9620/7849/90/2247/6722/5371/388/1956/10395/4851/133/2043/25836/8321/4041/7048/57619/7248/5469/54910/5308/4323/2348/1857/7798/2535/8092/27086/6935/23129/8289/4088/79191/26005/1954/342184/90627/3091/6491/64412/10522/2736/1435/2668/3516/57822/5058/5663/1969/23654/7052/3142/7042/10765/64783/51684/8945/8543/653/7422/25/9231/6385/6789/2022/65979/25932/8829/9500/84678/10253/8928/7403/6497/1855/9645/2683/4824/4781/9585/79633/1499/7289/4233/596/2909/29072/1605/51339/55636/9839/10672/7291/6714/5420/144165/6474/9353/81792/10427/8323/7189/11331/123872/7408/25865	133	BP	group1
GO:0003205	cardiac chamber development	70/4519	156/17381	2.46015769279597e-07	1.53686050724239e-05	1.19884993396275e-05	10454/7040/3280/7134/9784/6909/6659/652/6608/5914/182/4853/3340/4092/7849/90/6722/10512/9321/4851/9510/8321/4091/9794/7048/157378/10818/84516/5469/5308/57493/7798/2535/161882/23129/8289/55742/3091/5318/3516/23462/8828/6256/7541/54583/7042/10370/64783/51684/8543/653/2022/659/8829/9249/8928/1832/2296/3776/78987/2280/55636/6654/3491/4193/6474/65250/3084/163/1785	70	BP	group1
GO:0043087	regulation of GTPase activity	173/4519	475/17381	2.49519501033311e-07	1.53686050724239e-05	1.19884993396275e-05	10928/7984/83874/79890/1983/5296/23094/23232/28964/30851/5997/11135/9779/54453/9411/23603/8312/9135/84962/57148/3655/22930/2932/57514/57679/3383/9905/396/9922/2044/5921/23092/10395/10435/2043/5903/5147/55114/10602/23380/5364/216/7248/81565/23102/29/154796/1901/6242/613/84079/9743/125058/23143/9610/94134/392/1857/5998/2149/2302/23129/23268/116986/55803/23580/116987/6002/90627/2185/92154/10507/23076/84144/85360/112574/5962/8394/9639/57822/391/128637/9138/10276/57522/23061/9815/4983/6904/4649/4763/1969/23654/128239/9824/146923/1122/57568/6993/50848/9826/55738/8874/3725/2889/958/57706/8829/55357/55920/4943/11138/10253/80728/54206/9882/375790/6792/163486/23677/208/55188/51520/10144/57584/3265/23365/1398/5592/2909/5905/10411/26000/10188/408/9732/3688/6654/8502/57636/5902/8498/56882/26086/23158/57533/9462/23616/9827/26130/26230/116988/121512/192111/9353/23216/51735/5747/50807/60626/6494/3987/134957/11153/394/57465/89839/64223/2873/2064/5300/4650/9712	173	BP	group1
GO:0000086	G2/M transition of mitotic cell cycle	101/4519	248/17381	2.53544482836518e-07	1.53686050724239e-05	1.19884993396275e-05	5704/5711/3320/79176/5691/595/7277/63967/7283/93323/1019/5700/5717/5689/84962/23476/7531/5709/1021/1017/90381/10733/5686/6502/22981/22897/571/5692/808/22974/4218/993/4204/8493/7532/5708/1453/80169/9212/5693/55031/10383/2305/351/641/84936/10142/5699/55755/5116/1454/1778/91603/1063/51514/4751/9928/5710/2029/10121/8945/219771/55920/84930/79866/6873/54801/8481/5520/79831/22995/55835/9088/8655/11113/80174/25942/6790/9738/54820/11190/7840/8454/51347/23198/8317/5701/5695/9793/5702/5719/7316/9702/10197/9113/8766/7314/80279/55125/1785/22822	101	BP	group1
GO:0030518	intracellular steroid hormone receptor signaling pathway	64/4519	139/17381	2.54251287488119e-07	1.53686050724239e-05	1.19884993396275e-05	2288/1407/5536/23411/1655/4848/7337/7533/8554/3169/9667/23558/8312/2033/6502/5245/5469/55128/8085/112398/79039/10432/6879/6047/811/5187/27086/8204/79447/8289/10498/3301/1601/56937/6049/9967/3275/5058/6597/142/23054/10524/8928/4824/9862/2908/7041/10025/1499/10521/2852/9969/8896/8648/55818/6872/10013/6714/9970/10413/9113/5901/11331/25959	64	BP	group1
GO:0034968	histone lysine methylation	51/4519	103/17381	2.55589640319706e-07	1.53686050724239e-05	1.19884993396275e-05	23411/9757/58508/55011/9739/8726/9869/80854/55677/80335/8085/4204/54790/200424/79918/7799/55904/6830/63925/10782/84193/6839/3720/3006/64324/79723/11091/9646/55870/90780/57673/9682/6018/546/8473/4221/7403/23168/1499/54880/84444/22976/55818/29072/11137/55183/79813/51742/4297/22823/23067	51	BP	group1
GO:0097191	extrinsic apoptotic signaling pathway	91/4519	218/17381	2.65705091044882e-07	1.5664056677711e-05	1.22189705735609e-05	7132/3162/7040/5054/4254/3624/652/81537/5894/91/6498/8737/7057/3685/90/3655/2932/3383/939/5371/55023/8795/57630/3148/64112/2923/8772/10116/5598/8837/835/7015/6478/117584/5366/637/666/5062/4088/842/162989/5170/2309/2668/8717/10193/2017/246330/3064/4763/1612/51530/8682/80196/7042/9191/4000/9181/3570/10962/4170/9531/653/6789/8829/598/10771/10616/841/1621/2260/2852/596/1654/5970/56616/57448/970/204851/9812/6198/6714/8692/2261/7186/4055/10197/1613/3856/9994/207	91	BP	group1
GO:0071560	cellular response to transforming growth factor beta stimulus	92/4519	221/17381	2.65713251476222e-07	1.5664056677711e-05	1.22189705735609e-05	3675/2734/23411/10454/55612/7040/1277/4738/9518/9040/6498/7057/4092/4087/2201/90/867/5371/5045/678/201163/7071/4091/7048/3693/3622/114990/23592/5598/8837/6868/2348/23370/6935/3309/5494/6794/4088/5155/80139/283149/1601/56937/5170/54778/9372/51592/2530/1745/142/7042/10370/50848/5796/26036/3725/2022/56288/25805/4221/8928/8239/6497/5590/10755/9392/2908/7041/27122/5829/1398/2280/28996/8576/1385/677/6714/8692/8754/23089/4090/4086/5747/7316/3987/50515/10273/7314/9110/5300/1785/6625	92	BP	group1
GO:0072331	signal transduction by p53 class mediator	108/4519	270/17381	2.90089782105544e-07	1.69350471825305e-05	1.32104248243465e-05	54700/23368/23411/4282/11198/9100/1655/1027/4848/6615/6659/83667/23378/10514/6117/580/9891/57472/2033/960/7994/1017/5371/10769/51422/161742/22974/3622/54541/5883/835/6879/8851/84289/117584/9212/5366/666/84126/23212/7156/6794/10498/5932/5600/10614/64782/1859/2810/2305/1869/8805/2309/8445/83860/51315/5982/641/200734/85456/5325/10210/80196/8444/4194/23612/1647/112858/546/51230/60401/7027/10524/6873/5111/1874/675/55835/4487/7159/6790/754/22976/28996/5928/7862/6872/204851/7291/80010/51512/79813/6884/83695/4193/3276/7316/4839/4850/133383/1108/51499/207/116028/7314/80279/5300/53615	108	BP	group1
GO:0044380	protein localization to cytoskeleton	28/4519	45/17381	3.30824843760582e-07	1.90353810223837e-05	1.48488201590837e-05	81610/2932/81926/64770/1453/4281/27185/10615/26005/6491/2804/79648/23386/4926/283489/9851/9903/1855/286077/1729/9585/6790/11190/23636/3192/11043/324/636	28	BP	group1
GO:0034620	cellular response to unfolded protein	63/4519	137/17381	3.32398970123114e-07	1.90353810223837e-05	1.48488201590837e-05	51009/23645/11015/7494/2137/7466/595/8440/29927/1965/51283/2033/118/8614/9820/9797/4690/84447/1200/7184/26608/7094/55432/811/80267/666/3309/64764/7095/84236/8720/10488/22872/7415/9666/55298/84919/22926/4000/6464/2135/55738/5770/55741/56886/23480/4780/10106/468/9451/2081/9709/7709/51360/6745/3297/90993/1649/7009/10273/80279/439/5611	63	BP	group1
GO:0034329	cell junction assembly	86/4519	204/17381	3.36742134032561e-07	1.91021740748848e-05	1.4900923031272e-05	51564/57662/87/7414/6615/5908/81/3915/7057/23603/64398/4092/84962/829/6548/3655/3918/6722/10395/201163/123720/3678/7855/7248/9344/7368/57493/4323/7094/9475/5339/2318/4088/80139/60/71/342184/23396/92140/2185/389/5318/5170/7082/2017/8394/4983/6904/4649/92359/2316/8861/50848/5796/5586/8874/7422/2889/25/9231/6385/56288/8829/55920/90102/1499/977/596/6093/79778/5795/8502/204851/6714/23616/324/3551/5747/3987/1613/23499/3690/83660/85302/10052/7408	86	BP	group1
GO:0030521	androgen receptor signaling pathway	37/4519	67/17381	3.49538583198795e-07	1.96427616894799e-05	1.53226161016609e-05	2288/23411/1655/7337/8554/9667/2033/5245/5469/55128/6047/27086/8204/8289/3301/1601/56937/6049/9967/3275/6597/10524/8928/4824/9862/7041/10025/1499/10521/9969/8896/8648/55818/6872/10013/9970/5901	37	BP	group1
GO:2000142	regulation of DNA-templated transcription, initiation	24/4519	36/17381	3.56721006497894e-07	1.98607723339985e-05	1.54926784108637e-05	5704/54700/6928/55729/5700/6722/6879/2963/4286/9774/26036/3725/1499/22976/3146/6872/1385/23064/7291/8061/5701/10923/5702/55832	24	BP	group1
GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	55/4519	115/17381	3.791298415842e-07	2.09147498848238e-05	1.6314848615154e-05	29843/9817/57761/6449/8554/255488/3093/4092/9683/2932/54467/10769/2768/9529/9655/26263/57805/10221/115992/1453/29978/1601/3077/5663/7415/79016/1454/2629/127544/51322/369/1855/25820/7341/10755/122809/6790/4780/23274/6872/9709/55070/150684/10425/144165/4193/23429/1050/25897/154214/55743/207/10273/9097/11011	55	BP	group1
GO:0051052	regulation of DNA metabolic process	146/4519	391/17381	4.06334545603543e-07	2.22117238428555e-05	1.7326571628798e-05	23411/3320/7040/5216/7126/4254/8914/2956/1843/2069/652/7014/55226/10574/4609/5159/466/5976/9466/7158/5290/10721/1017/3480/5371/90381/57332/4152/6282/9869/56034/1956/7013/5531/22948/55294/9320/1054/84464/151636/10576/254225/6778/81620/4968/3575/23244/23529/6830/80169/9212/811/165918/7334/5930/79915/8243/25970/80311/79184/3838/5155/55137/55704/2185/2736/2305/3836/4771/5982/6416/3181/641/63979/26057/23381/91603/84893/142/4216/4751/64710/6464/1736/653/7398/3725/7335/958/2021/6018/1025/64855/546/9025/659/7027/8451/1676/51720/4221/3980/5111/675/56897/23049/3776/55022/80174/22891/1499/2260/2852/3265/5609/1471/5154/22976/3146/24144/29072/54737/7037/9400/8317/55135/118460/64282/7291/3192/55183/6714/54929/5515/170506/253461/167227/3297/3014/131870/23293/207/26277/53615/29128/25865	146	BP	group1
GO:1903829	positive regulation of cellular protein localization	150/4519	404/17381	4.20417920688214e-07	2.27745311450291e-05	1.77655974830411e-05	3675/23368/7040/5296/2648/55754/3280/652/5326/7533/5880/3976/6608/83667/84327/10574/11143/51496/84662/9917/2932/7531/26229/939/1956/22948/55294/81926/7855/151636/79753/382/10576/6809/5469/81620/81603/5581/7532/257364/7015/9776/8851/5366/637/57142/2149/65018/8607/125170/54471/5494/4947/22885/6794/4088/6711/29801/55704/56910/2810/10541/1601/5170/7332/2035/5962/1869/6158/351/118424/391/121665/7529/22841/5058/5663/1969/4926/5116/54434/2316/163882/142/9531/1736/80149/3208/55741/2048/65267/7027/25805/8878/4038/5621/10971/51112/10616/23189/9037/7159/208/841/8655/9585/7534/2852/11190/9777/596/89781/79778/10411/29899/55733/57506/2621/9451/51339/23636/3688/10075/55135/7709/6714/8692/10425/11338/51512/324/4193/5695/340061/3084/55696/2037/79899/11030/8877/10523/636/207/8766/80279/140735/2064/4836/57602/10055	150	BP	group1
GO:0034333	adherens junction assembly	43/4519	83/17381	4.46409938797016e-07	2.39666335891648e-05	1.86955139781908e-05	57662/87/7414/7057/23603/4092/84962/6548/10395/123720/7248/9344/4323/9475/4088/80139/342184/23396/2185/5170/2017/8394/6904/8861/5796/8874/7422/25/9231/6385/8829/55920/90102/1499/596/6093/5795/204851/6714/5747/3987/1613/23499	43	BP	group1
GO:0032147	activation of protein kinase activity	125/4519	325/17381	4.50713892413642e-07	2.39835631423294e-05	1.87087201173282e-05	55615/6793/4616/10454/8767/10392/5335/652/92335/23162/63967/5894/4294/57498/51719/8737/7057/109/51196/57551/10961/8312/9618/5290/79594/2247/1609/56034/1956/8795/3672/51422/115/9261/7039/7048/10818/22974/51704/136/57521/9344/4296/9943/2011/80829/10494/7334/2149/3735/65018/84231/6794/5600/5155/55704/2185/7477/5170/9020/10892/6416/1399/2074/5058/5663/112/8682/128239/4215/4216/7042/9928/28956/6464/1847/60370/1647/23394/5770/7335/7422/2889/25/1902/7295/369/5590/257397/5621/4824/5781/114609/80174/113/5606/5609/1398/3146/2621/51347/408/9448/2081/5576/8517/6714/28988/29990/8754/5291/3084/7189/65125/7316/23118/7186/5575/207/4293/3690/64223/7314/5573/10298	125	BP	group1
GO:0070997	neuron death	122/4519	316/17381	4.88560684675132e-07	2.57694333065927e-05	2.01018135818319e-05	5536/23368/23411/997/3162/8846/51804/1522/128866/7466/1958/1948/2002/6495/9040/1965/5700/16/5465/5290/6548/867/2932/54532/5921/55294/3672/8321/27242/7248/55626/9529/8772/1051/4204/112398/54541/4296/835/7015/23529/8851/637/666/2149/65018/3309/116986/9223/842/3091/2185/155061/5170/57707/2309/2668/1981/351/6416/4763/1822/91304/3981/5663/7516/54434/80331/1745/54583/142/7042/9928/2629/664/4170/3725/1718/23394/25/2021/8829/598/353116/84678/10280/5621/7020/84335/7159/208/841/11113/2539/6733/1499/3265/596/6093/468/28996/56616/1385/5538/627/8517/340371/55074/104/4909/6418/23098/3297/7186/1649/112399/5641/207/1728/6477/7314/5300	122	BP	group1
GO:0050686	negative regulation of mRNA processing	21/4519	30/17381	5.59524585768577e-07	2.92558376889257e-05	2.28214329902497e-05	580/6433/904/6432/9810/1859/3181/5725/9646/1025/6429/10284/56254/10921/27316/11338/6434/6431/7009/708/6829	21	BP	group1
GO:2001235	positive regulation of apoptotic signaling pathway	76/4519	177/17381	6.72110347558654e-07	3.48396510333637e-05	2.71771661408472e-05	23368/23411/1075/8440/3624/5326/7533/9026/6498/8737/7057/9368/51588/2932/7531/5371/8795/55294/4690/64112/2923/27113/8772/7532/5883/835/5366/637/666/65018/84231/5062/4088/162989/5329/2810/1869/8717/9774/7529/4763/8682/84893/664/10962/4170/138151/6789/7027/9500/598/4824/10971/7755/10616/4487/7159/841/8655/8405/10105/7534/2852/596/79156/8692/5601/93974/7186/4055/1613/1649/6477/7314/140735/4836	76	BP	group1
GO:0006997	nucleus organization	65/4519	145/17381	6.79993733124881e-07	3.49470283528197e-05	2.72609273486682e-05	54700/128866/91754/23435/5119/23225/3021/10208/9883/100101267/11097/27348/9972/84172/5371/5903/3148/81565/79188/23592/8815/57142/4928/79643/2113/10762/1861/23481/23224/124491/4926/8021/25909/23345/163590/4000/90780/9025/6732/7536/23279/5520/7341/6733/2852/91782/7110/6314/165324/28996/55818/23198/23636/84942/23353/5515/221496/57132/26092/23141/23399/4927/83983/27243/9221	65	BP	group1
GO:0043401	steroid hormone mediated signaling pathway	81/4519	192/17381	7.04537299856506e-07	3.59015490172642e-05	2.80055147917983e-05	2288/1407/5536/23411/1655/4848/7337/652/7533/8554/3169/9667/5914/23558/8312/5465/2033/6502/2063/10424/5245/5469/55128/8085/112398/79039/10432/9975/6879/6047/811/5187/27086/8204/79447/8289/10498/7025/3301/1601/56937/6049/11057/9967/3275/5058/6256/6597/5467/142/164091/23054/10524/8928/4824/9862/2908/11214/7041/10062/10025/1499/7068/10521/2852/9969/8896/8648/55818/6872/7182/85315/10013/6714/344838/9970/10413/9113/5901/11331/25959	81	BP	group1
GO:0000082	G1/S transition of mitotic cell cycle	105/4519	265/17381	7.21321570234677e-07	3.61442216818426e-05	2.81948150611028e-05	997/4174/595/1027/4848/26271/4172/3398/3624/6659/8554/6117/1019/91/4609/57472/5310/1031/2033/23476/90/4175/4171/10926/1021/1017/5371/6502/10769/1956/5903/571/81620/10263/993/8462/57521/835/56257/7015/6868/79791/5591/84967/637/5426/7298/123879/10498/5932/8558/23133/1978/2810/5962/1869/1981/818/3275/6597/85456/26057/5325/55159/128239/4194/9928/143384/1647/4998/138151/1104/54107/7027/8451/55388/5111/1874/55835/26524/55022/3373/6790/10106/596/1654/8454/51339/3688/8317/5902/2935/8498/6198/51512/4193/3276/7316/10197/4850/9113/51499/207/7314/25959	105	BP	group1
GO:0034330	cell junction organization	105/4519	265/17381	7.21321570234677e-07	3.61442216818426e-05	2.81948150611028e-05	51564/57662/87/7414/1445/7040/6615/5908/81/9253/3915/83605/7057/23603/64398/4092/84962/829/6548/3655/3918/118/1004/6722/1000/10395/201163/123720/3678/7855/7248/9344/7368/57493/4323/7094/9475/2149/51762/5339/2318/4088/80139/60/71/342184/23396/92140/2185/389/5318/5170/5962/5817/7082/2017/4771/8394/4983/6904/4649/92359/2316/1500/8861/7042/50848/5796/5586/8874/7422/2889/25/9231/6385/56288/8829/55920/1832/11228/90102/1499/977/596/6093/79778/5795/8502/204851/25930/6714/23616/324/3551/5747/144100/3987/1613/23499/3690/83660/57555/85302/10052/7408	105	BP	group1
GO:0018023	peptidyl-lysine trimethylation	24/4519	37/17381	7.6454096551344e-07	3.78407643743004e-05	2.95182273585972e-05	23411/9757/55011/55677/80335/4204/54790/200424/63925/10782/84193/6839/3006/79723/9646/57673/9682/546/8473/23168/29072/11137/51742/4297	24	BP	group1
GO:0071902	positive regulation of protein serine/threonine kinase activity	132/4519	350/17381	7.71126041430154e-07	3.78407643743004e-05	2.95182273585972e-05	7984/23411/4616/4282/10454/1445/8767/7040/10392/595/4254/1027/5335/652/92335/23162/5894/376497/4294/57498/51719/8737/7057/51196/57551/10961/5159/904/55011/5310/9894/8312/9618/84962/79594/57679/2247/56034/1956/8795/2043/3672/808/9261/7039/7855/57018/10818/136/57521/9344/4296/6868/1857/8851/80829/10494/7334/2149/3735/84231/6794/5600/5155/2185/7477/9020/10892/6416/1399/2074/5058/493/5663/8682/128239/4215/4216/23328/28956/6464/1847/84722/60370/1647/5770/7335/7422/2889/958/6789/1902/219771/9500/369/10253/257397/5781/114609/11214/5606/2260/3265/5609/1398/1654/5154/81669/905/51347/408/9448/9839/2081/8517/6714/28988/8754/5291/5515/3084/7189/8322/7316/23118/7186/207/4293/8812/64223/7314/2064	132	BP	group1
GO:0140014	mitotic nuclear division	101/4519	253/17381	7.74058542830358e-07	3.78407643743004e-05	2.95182273585972e-05	996/8621/128866/7040/1027/26271/11044/1843/80218/2069/652/85378/90417/5119/9700/5159/81930/23363/9820/10270/129563/55023/113130/56647/25836/5903/3837/4041/7039/9150/81565/22974/81620/332/23244/54921/10460/9212/84687/23212/79142/10615/8243/25970/79643/54461/51547/84861/5155/11065/9639/9232/4926/2316/283489/126731/1063/25936/4751/9928/4288/84722/55143/546/79980/1104/11130/24137/9371/148479/79866/9088/23383/23126/9585/6790/54820/91782/54627/10201/23636/5902/699/8498/3192/9587/64793/55844/324/3550/57132/9702/1613/11331/8766/27229/79003/146691/5300/146909/27243	101	BP	group1
GO:0001933	negative regulation of protein phosphorylation	155/4519	424/17381	8.05086879932335e-07	3.90402210405898e-05	3.04538806195118e-05	5536/9052/23645/23411/4616/57761/1445/58509/7040/5296/1845/80824/1027/11329/8440/5997/1843/1846/23435/652/3976/4298/84313/84327/4609/4040/23603/4092/9368/1031/867/6895/3480/9611/1609/84959/201163/51422/4091/4690/808/103/4041/161742/6609/5245/79893/9655/57521/124790/54541/7532/5598/10221/6879/5591/5187/5998/26973/65018/11221/79643/5062/23768/9021/3301/10614/91663/2810/10507/56937/5170/60506/2305/1981/4771/79706/4763/200734/5663/80851/84919/116496/55870/2629/64780/8661/1847/1647/3725/5770/2889/25/80149/2022/2048/56288/10253/4221/54206/6461/5590/1855/5621/3486/10771/26524/23410/79705/84335/26146/55022/868/11072/122809/2852/9306/10106/2280/140775/11137/5795/1605/51347/408/51339/23636/84619/5576/1154/7291/8692/104/64793/324/54625/5515/1050/9353/221496/3156/10318/79899/65125/9113/5575/207/54920/30837/2873/80279/5300/5573/5611/154043	155	BP	group1
GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	123/4519	322/17381	8.44348545581238e-07	4.06165424366399e-05	3.16835125819789e-05	3675/10272/7554/2734/23411/10454/55612/7040/79176/1655/4012/3280/1958/3624/652/4738/9518/9040/10220/91/6498/51496/7057/4092/4087/2201/90/867/5371/5045/53918/4851/201163/7071/392255/8321/4091/7048/3693/3622/114990/285704/23592/10432/6868/2348/63893/23370/6935/3309/5494/6794/4088/5155/80139/6711/1954/283149/9765/4756/1601/56937/5170/3516/54778/3077/9372/51592/4926/2530/1745/142/7042/10370/50848/5796/26036/653/3725/860/25/2022/60436/659/56288/25805/4221/8928/8239/6497/5590/4038/4487/9197/10755/9392/7041/27122/5829/2280/28996/1385/331/6714/3491/8754/23089/3623/10140/10923/221496/4090/4086/5747/7316/11030/83729/50515/10273/7314/9110/5300/1785	123	BP	group1
GO:0030433	ubiquitin-dependent ERAD pathway	39/4519	74/17381	8.57075088925792e-07	4.09015278548475e-05	3.19058195175717e-05	5704/51009/6449/7466/7844/5700/23197/11160/84447/83590/7184/92305/11236/55432/7706/80267/55139/3309/91445/55666/6400/29978/7327/118424/7415/9666/55298/11253/55741/4780/80020/10613/9709/10206/5701/5702/10956/10273/9097	39	BP	group1
