exonID	exon_id	exon_name	exon_rank	tx_name.x	length	rank.x	V1	tx_name.y	rank.y	V4	V5	exonLoc	Sample
ENST00000313056.5:1	561265	ENSE00002712832.1	9	ENST00000313056.5	3312	1	CDS (ENST00000313056.5, CDS 1 of 9, 3312bp)	ENST00000313056.5	1	76	3312	First	group1
ENST00000313056.5:1	561265	ENSE00002712832.1	9	ENST00000313056.5	3312	1	CDS (ENST00000313056.5, CDS 1 of 9, 3312bp)	ENST00000313056.5	1	76	3312	First	group1
ENST00000313116.7:1	664128	ENSE00001870046.1	5	ENST00000313116.7	3596	1	CDS (ENST00000313116.7, CDS 1 of 5, 3596bp)	ENST00000313116.7	1	48	3596	First	group1
ENST00000313143.3:8	129904	ENSE00003693237.1	8	ENST00000313143.3	140	8	CDS (ENST00000313143.3, CDS 15 of 15, 3292bp)	ENST00000313143.3	8	11	3292	Middle	group1
ENST00000313234.5:1	411282	ENSE00001483447.2	9	ENST00000313234.5	2562	1	CDS (ENST00000313234.5, CDS 1 of 9, 2562bp)	ENST00000313234.5	1	76	2562	First	group1
ENST00000313324.4:1	256677	ENSE00001404127.3	2	ENST00000313324.4	1827	1	CDS (ENST00000313324.4, CDS 1 of 2, 1827bp)	ENST00000313324.4	1	16	1827	First	group1
ENST00000313324.4:1	256677	ENSE00001404127.3	2	ENST00000313324.4	1827	1	CDS (ENST00000313324.4, CDS 1 of 2, 1827bp)	ENST00000313324.4	1	16	1827	First	group1
ENST00000313349.3:1	94407	ENSE00001251280.4	2	ENST00000313349.3	5255	1	CDS (ENST00000313349.3, CDS 1 of 2, 5255bp)	ENST00000313349.3	1	16	5255	First	group1
ENST00000313349.3:1	94407	ENSE00001251280.4	2	ENST00000313349.3	5255	1	CDS (ENST00000313349.3, CDS 1 of 2, 5255bp)	ENST00000313349.3	1	16	5255	First	group1
ENST00000313368.5:1	204833	ENSE00001388076.5	1	ENST00000313368.5	2274	1	CDS (ENST00000313368.5, CDS 1 of 1, 2274bp)	ENST00000313368.5	1	1	2274	Last	group1
ENST00000313368.5:1	204833	ENSE00001388076.5	1	ENST00000313368.5	2274	1	CDS (ENST00000313368.5, CDS 1 of 1, 2274bp)	ENST00000313368.5	1	1	2274	Last	group1
ENST00000313368.5:1	204833	ENSE00001388076.5	1	ENST00000313368.5	2274	1	CDS (ENST00000313368.5, CDS 1 of 1, 2274bp)	ENST00000313368.5	1	1	2274	Last	group1
ENST00000313386.4:4	194265	ENSE00003565715.1	4	ENST00000313386.4	146	4	CDS (ENST00000313386.4, CDS 11 of 11, 600bp)	ENST00000313386.4	4	5	600	Middle	group1
ENST00000313431.9:12	49273	ENSE00003496835.1	8	ENST00000313431.9	138	12	CDS (ENST00000313431.9, CDS 19 of 19, 1782bp)	ENST00000313431.9	12	15	1782	Middle	group1
ENST00000313732.4:1	516767	ENSE00001933627.1	8	ENST00000313732.4	2339	1	CDS (ENST00000313732.4, CDS 1 of 8, 2339bp)	ENST00000313732.4	1	71	2339	First	group1
ENST00000313732.4:1	516767	ENSE00001933627.1	8	ENST00000313732.4	2339	1	CDS (ENST00000313732.4, CDS 1 of 8, 2339bp)	ENST00000313732.4	1	71	2339	First	group1
ENST00000313733.3:7	622090	ENSE00000897268.1	7	ENST00000313733.3	183	7	CDS (ENST00000313733.3, CDS 14 of 14, 2428bp)	ENST00000313733.3	7	9	2428	Middle	group1
ENST00000314011.4:1	36933	ENSE00001271814.3	4	ENST00000314011.4	3774	1	CDS (ENST00000314011.4, CDS 1 of 4, 3774bp)	ENST00000314011.4	1	38	3774	First	group1
ENST00000314011.4:1	36933	ENSE00001271814.3	4	ENST00000314011.4	3774	1	CDS (ENST00000314011.4, CDS 1 of 4, 3774bp)	ENST00000314011.4	1	38	3774	First	group1
ENST00000314028.6:1	561146	ENSE00002703794.1	9	ENST00000314028.6	2165	1	CDS (ENST00000314028.6, CDS 1 of 9, 2165bp)	ENST00000314028.6	1	76	2165	First	group1
ENST00000314028.6:1	561146	ENSE00002703794.1	9	ENST00000314028.6	2165	1	CDS (ENST00000314028.6, CDS 1 of 9, 2165bp)	ENST00000314028.6	1	76	2165	First	group1
ENST00000314028.6:1	561146	ENSE00002703794.1	9	ENST00000314028.6	2165	1	CDS (ENST00000314028.6, CDS 1 of 9, 2165bp)	ENST00000314028.6	1	76	2165	First	group1
ENST00000314028.6:1	561146	ENSE00002703794.1	9	ENST00000314028.6	2165	1	CDS (ENST00000314028.6, CDS 1 of 9, 2165bp)	ENST00000314028.6	1	76	2165	First	group1
ENST00000314073.5:6	215761	ENSE00001138725.3	6	ENST00000314073.5	1680	6	CDS (ENST00000314073.5, CDS 13 of 13, 3902bp)	ENST00000314073.5	6	8	3902	Middle	group1
ENST00000314100.6:1	228927	ENSE00001956531.1	10	ENST00000314100.6	6732	1	CDS (ENST00000314100.6, CDS 1 of 10, 6732bp)	ENST00000314100.6	1	2	6732	First	group1
ENST00000314100.6:1	228927	ENSE00001956531.1	10	ENST00000314100.6	6732	1	CDS (ENST00000314100.6, CDS 1 of 10, 6732bp)	ENST00000314100.6	1	2	6732	First	group1
ENST00000314100.6:1	228927	ENSE00001956531.1	10	ENST00000314100.6	6732	1	CDS (ENST00000314100.6, CDS 1 of 10, 6732bp)	ENST00000314100.6	1	2	6732	First	group1
ENST00000314133.3:1	352716	ENSE00001325675.2	1	ENST00000314133.3	188	1	CDS (ENST00000314133.3, CDS 1 of 2, 188bp)	ENST00000314133.3	1	16	188	First	group1
ENST00000314191.2:1	287937	ENSE00003577697.1	87	ENST00000314191.2	1270	1	CDS (ENST00000314191.2, CDS 1 of 87, 1270bp)	ENST00000314191.2	1	75	1270	First	group1
ENST00000314191.2:63	288074	ENSE00003584498.1	25	ENST00000314191.2	153	63	CDS (ENST00000314191.2, CDS 87 of 87, 211bp)	ENST00000314191.2	63	75	211	Middle	group1
ENST00000314400.5:1	143354	ENSE00001902100.1	9	ENST00000314400.5	3565	1	CDS (ENST00000314400.5, CDS 1 of 9, 3565bp)	ENST00000314400.5	1	76	3565	First	group1
ENST00000314425.5:16	666234	ENSE00003661454.1	10	ENST00000314425.5	87	16	CDS (ENST00000314425.5, CDS 22 of 25, 67bp)	ENST00000314425.5	16	22	67	Middle	group1
ENST00000314425.5:18	666239	ENSE00003578282.1	8	ENST00000314425.5	151	18	CDS (ENST00000314425.5, CDS 24 of 25, 686bp)	ENST00000314425.5	18	22	686	Middle	group1
ENST00000314616.6:32	524443	ENSE00001309163.1	32	ENST00000314616.6	125	32	CDS (ENST00000314616.6, CDS 37 of 37, 1241bp)	ENST00000314616.6	32	35	1241	Middle	group1
ENST00000314888.9:47	311336	ENSE00000928282.1	11	ENST00000314888.9	102	47	CDS (ENST00000314888.9, CDS 52 of 57, 143bp)	ENST00000314888.9	47	55	143	Middle	group1
ENST00000314890.3:1	197804	ENSE00001273254.4	2	ENST00000314890.3	2119	1	CDS (ENST00000314890.3, CDS 1 of 2, 2119bp)	ENST00000314890.3	1	16	2119	First	group1
ENST00000314940.4:1	203947	ENSE00001273297.6	1	ENST00000314940.4	2965	1	CDS (ENST00000314940.4, CDS 1 of 1, 2965bp)	ENST00000314940.4	1	1	2965	Last	group1
ENST00000314940.4:1	203947	ENSE00001273297.6	1	ENST00000314940.4	2965	1	CDS (ENST00000314940.4, CDS 1 of 1, 2965bp)	ENST00000314940.4	1	1	2965	Last	group1
ENST00000315032.8:11	352655	ENSE00001580534.1	11	ENST00000315032.8	113	11	CDS (ENST00000315032.8, CDS 18 of 18, 2143bp)	ENST00000315032.8	11	14	2143	Middle	group1
ENST00000315150.5:1	145580	ENSE00001514777.1	3	ENST00000315150.5	3778	1	CDS (ENST00000315150.5, CDS 1 of 3, 3778bp)	ENST00000315150.5	1	27	3778	First	group1
ENST00000315150.5:1	145580	ENSE00001514777.1	3	ENST00000315150.5	3778	1	CDS (ENST00000315150.5, CDS 1 of 3, 3778bp)	ENST00000315150.5	1	27	3778	First	group1
ENST00000315183.7:18	490751	ENSE00003614563.1	18	ENST00000315183.7	159	18	CDS (ENST00000315183.7, CDS 24 of 24, 2790bp)	ENST00000315183.7	18	21	2790	Middle	group1
ENST00000315302.2:1	178188	ENSE00001234655.2	4	ENST00000315302.2	1896	1	CDS (ENST00000315302.2, CDS 1 of 4, 1896bp)	ENST00000315302.2	1	38	1896	First	group1
ENST00000315323.3:1	528904	ENSE00001253937.6	1	ENST00000315323.3	1983	1	CDS (ENST00000315323.3, CDS 1 of 1, 1983bp)	ENST00000315323.3	1	1	1983	Last	group1
ENST00000315323.3:1	528904	ENSE00001253937.6	1	ENST00000315323.3	1983	1	CDS (ENST00000315323.3, CDS 1 of 1, 1983bp)	ENST00000315323.3	1	1	1983	Last	group1
ENST00000315323.3:1	528904	ENSE00001253937.6	1	ENST00000315323.3	1983	1	CDS (ENST00000315323.3, CDS 1 of 1, 1983bp)	ENST00000315323.3	1	1	1983	Last	group1
ENST00000315366.7:1	174707	ENSE00001368167.2	2	ENST00000315366.7	3392	1	CDS (ENST00000315366.7, CDS 1 of 2, 3392bp)	ENST00000315366.7	1	16	3392	First	group1
ENST00000315614.7:1	541722	ENSE00002637256.1	29	ENST00000315614.7	700	1	CDS (ENST00000315614.7, CDS 1 of 29, 700bp)	ENST00000315614.7	1	26	700	First	group1
ENST00000315614.7:22	541789	ENSE00003703160.1	8	ENST00000315614.7	265	22	CDS (ENST00000315614.7, CDS 28 of 29, 445bp)	ENST00000315614.7	22	26	445	Middle	group1
ENST00000315616.7:1	460302	ENSE00001254269.5	1	ENST00000315616.7	644	1	CDS (ENST00000315616.7, CDS 1 of 3, 644bp)	ENST00000315616.7	1	27	644	First	group1
ENST00000315796.4:2	78361	ENSE00003492116.1	2	ENST00000315796.4	158	2	CDS (ENST00000315796.4, CDS 10 of 10, 2103bp)	ENST00000315796.4	2	2	2103	Last	group1
ENST00000315872.6:1	88990	ENSE00001849817.1	33	ENST00000315872.6	3680	1	CDS (ENST00000315872.6, CDS 1 of 33, 3680bp)	ENST00000315872.6	1	31	3680	First	group1
ENST00000315927.4:1	58649	ENSE00001274625.2	2	ENST00000315927.4	5875	1	CDS (ENST00000315927.4, CDS 1 of 2, 5875bp)	ENST00000315927.4	1	16	5875	First	group1
ENST00000315927.4:1	58649	ENSE00001274625.2	2	ENST00000315927.4	5875	1	CDS (ENST00000315927.4, CDS 1 of 2, 5875bp)	ENST00000315927.4	1	16	5875	First	group1
ENST00000315927.4:1	58649	ENSE00001274625.2	2	ENST00000315927.4	5875	1	CDS (ENST00000315927.4, CDS 1 of 2, 5875bp)	ENST00000315927.4	1	16	5875	First	group1
ENST00000316052.5:1	283301	ENSE00001292034.5	1	ENST00000316052.5	274	1	CDS (ENST00000316052.5, CDS 1 of 3, 274bp)	ENST00000316052.5	1	27	274	First	group1
ENST00000316059.6:4	350983	ENSE00003518661.1	4	ENST00000316059.6	37	4	CDS (ENST00000316059.6, CDS 11 of 11, 3847bp)	ENST00000316059.6	4	5	3847	Middle	group1
ENST00000316286.9:1	270366	ENSE00001401022.5	3	ENST00000316286.9	2831	1	CDS (ENST00000316286.9, CDS 1 of 3, 2831bp)	ENST00000316286.9	1	27	2831	First	group1
ENST00000316286.9:1	270366	ENSE00001401022.5	3	ENST00000316286.9	2831	1	CDS (ENST00000316286.9, CDS 1 of 3, 2831bp)	ENST00000316286.9	1	27	2831	First	group1
ENST00000316286.9:1	270366	ENSE00001401022.5	3	ENST00000316286.9	2831	1	CDS (ENST00000316286.9, CDS 1 of 3, 2831bp)	ENST00000316286.9	1	27	2831	First	group1
ENST00000316286.9:1	270366	ENSE00001401022.5	3	ENST00000316286.9	2831	1	CDS (ENST00000316286.9, CDS 1 of 3, 2831bp)	ENST00000316286.9	1	27	2831	First	group1
ENST00000316286.9:1	270366	ENSE00001401022.5	3	ENST00000316286.9	2831	1	CDS (ENST00000316286.9, CDS 1 of 3, 2831bp)	ENST00000316286.9	1	27	2831	First	group1
ENST00000316316.6:1	234662	ENSE00001447244.5	13	ENST00000316316.6	2853	1	CDS (ENST00000316316.6, CDS 1 of 13, 2853bp)	ENST00000316316.6	1	8	2853	First	group1
ENST00000316347.7:12	118740	ENSE00003690321.1	12	ENST00000316347.7	145	12	CDS (ENST00000316347.7, CDS 19 of 19, 838bp)	ENST00000316347.7	12	15	838	Middle	group1
ENST00000316398.3:1	378680	ENSE00001236152.5	1	ENST00000316398.3	2428	1	CDS (ENST00000316398.3, CDS 1 of 1, 2428bp)	ENST00000316398.3	1	1	2428	Last	group1
ENST00000316407.4:1	143559	ENSE00001255501.4	7	ENST00000316407.4	13041	1	CDS (ENST00000316407.4, CDS 1 of 7, 13041bp)	ENST00000316407.4	1	66	13041	First	group1
ENST00000316407.4:1	143559	ENSE00001255501.4	7	ENST00000316407.4	13041	1	CDS (ENST00000316407.4, CDS 1 of 7, 13041bp)	ENST00000316407.4	1	66	13041	First	group1
ENST00000316407.4:1	143559	ENSE00001255501.4	7	ENST00000316407.4	13041	1	CDS (ENST00000316407.4, CDS 1 of 7, 13041bp)	ENST00000316407.4	1	66	13041	First	group1
ENST00000316407.4:1	143559	ENSE00001255501.4	7	ENST00000316407.4	13041	1	CDS (ENST00000316407.4, CDS 1 of 7, 13041bp)	ENST00000316407.4	1	66	13041	First	group1
ENST00000316407.4:1	143559	ENSE00001255501.4	7	ENST00000316407.4	13041	1	CDS (ENST00000316407.4, CDS 1 of 7, 13041bp)	ENST00000316407.4	1	66	13041	First	group1
ENST00000316757.3:2	596335	ENSE00003511938.1	10	ENST00000316757.3	141	2	CDS (ENST00000316757.3, CDS 10 of 11, 613bp)	ENST00000316757.3	2	5	613	Middle	group1
ENST00000316836.3:1	453442	ENSE00001236700.5	1	ENST00000316836.3	2635	1	CDS (ENST00000316836.3, CDS 1 of 1, 2635bp)	ENST00000316836.3	1	1	2635	Last	group1
ENST00000316836.3:1	453442	ENSE00001236700.5	1	ENST00000316836.3	2635	1	CDS (ENST00000316836.3, CDS 1 of 1, 2635bp)	ENST00000316836.3	1	1	2635	Last	group1
ENST00000316878.6:1	553385	ENSE00001291315.7	12	ENST00000316878.6	1646	1	CDS (ENST00000316878.6, CDS 1 of 12, 1646bp)	ENST00000316878.6	1	7	1646	First	group1
ENST00000316881.4:1	553890	ENSE00001217289.3	9	ENST00000316881.4	4321	1	CDS (ENST00000316881.4, CDS 1 of 9, 4321bp)	ENST00000316881.4	1	76	4321	First	group1
ENST00000317005.2:1	160127	ENSE00001236915.4	1	ENST00000317005.2	2083	1	CDS (ENST00000317005.2, CDS 1 of 1, 2083bp)	ENST00000317005.2	1	1	2083	Last	group1
ENST00000317012.4:1	143150	ENSE00001236941.6	2	ENST00000317012.4	2167	1	CDS (ENST00000317012.4, CDS 1 of 2, 2167bp)	ENST00000317012.4	1	16	2167	First	group1
ENST00000317012.4:1	143150	ENSE00001236941.6	2	ENST00000317012.4	2167	1	CDS (ENST00000317012.4, CDS 1 of 2, 2167bp)	ENST00000317012.4	1	16	2167	First	group1
ENST00000317012.4:1	143150	ENSE00001236941.6	2	ENST00000317012.4	2167	1	CDS (ENST00000317012.4, CDS 1 of 2, 2167bp)	ENST00000317012.4	1	16	2167	First	group1
ENST00000317025.8:12	287253	ENSE00001217180.1	13	ENST00000317025.8	198	12	CDS (ENST00000317025.8, CDS 19 of 24, 516bp)	ENST00000317025.8	12	21	516	Middle	group1
ENST00000317025.8:17	287262	ENSE00001676369.1	8	ENST00000317025.8	101	17	CDS (ENST00000317025.8, CDS 23 of 24, 719bp)	ENST00000317025.8	17	21	719	Middle	group1
ENST00000317204.6:1	365227	ENSE00001339630.5	6	ENST00000317204.6	2883	1	CDS (ENST00000317204.6, CDS 1 of 6, 2883bp)	ENST00000317204.6	1	58	2883	First	group1
ENST00000317276.4:1	542169	ENSE00002705737.1	23	ENST00000317276.4	869	1	CDS (ENST00000317276.4, CDS 1 of 23, 869bp)	ENST00000317276.4	1	20	869	First	group1
ENST00000317350.4:1	320866	ENSE00002181820.1	1	ENST00000317350.4	471	1	CDS (ENST00000317350.4, CDS 1 of 15, 471bp)	ENST00000317350.4	1	11	471	First	group1
ENST00000317447.4:4	501141	ENSE00003671887.1	4	ENST00000317447.4	156	4	CDS (ENST00000317447.4, CDS 11 of 11, 1674bp)	ENST00000317447.4	4	5	1674	Middle	group1
ENST00000317447.4:4	501141	ENSE00003671887.1	4	ENST00000317447.4	156	4	CDS (ENST00000317447.4, CDS 11 of 11, 1674bp)	ENST00000317447.4	4	5	1674	Middle	group1
ENST00000317506.3:1	513567	ENSE00001237518.4	14	ENST00000317506.3	3457	1	CDS (ENST00000317506.3, CDS 1 of 14, 3457bp)	ENST00000317506.3	1	9	3457	First	group1
ENST00000317552.4:1	662337	ENSE00002218962.1	10	ENST00000317552.4	4407	1	CDS (ENST00000317552.4, CDS 1 of 10, 4407bp)	ENST00000317552.4	1	2	4407	First	group1
ENST00000317552.4:1	662337	ENSE00002218962.1	10	ENST00000317552.4	4407	1	CDS (ENST00000317552.4, CDS 1 of 10, 4407bp)	ENST00000317552.4	1	2	4407	First	group1
ENST00000317560.9:2	389382	ENSE00003628803.1	2	ENST00000317560.9	43	2	CDS (ENST00000317560.9, CDS 10 of 10, 438bp)	ENST00000317560.9	2	2	438	Last	group1
ENST00000317568.5:4	353883	ENSE00001326375.1	4	ENST00000317568.5	102	4	CDS (ENST00000317568.5, CDS 11 of 11, 2284bp)	ENST00000317568.5	4	5	2284	Middle	group1
ENST00000317613.6:11	303751	ENSE00003634414.1	11	ENST00000317613.6	352	11	CDS (ENST00000317613.6, CDS 18 of 18, 770bp)	ENST00000317613.6	11	14	770	Middle	group1
ENST00000317613.6:11	303751	ENSE00003634414.1	11	ENST00000317613.6	352	11	CDS (ENST00000317613.6, CDS 18 of 18, 770bp)	ENST00000317613.6	11	14	770	Middle	group1
ENST00000317635.5:1	545361	ENSE00002712220.1	2	ENST00000317635.5	1561	1	CDS (ENST00000317635.5, CDS 1 of 2, 1561bp)	ENST00000317635.5	1	16	1561	First	group1
ENST00000317683.3:1	609690	ENSE00001257370.2	2	ENST00000317683.3	2945	1	CDS (ENST00000317683.3, CDS 1 of 2, 2945bp)	ENST00000317683.3	1	16	2945	First	group1
ENST00000317683.3:1	609690	ENSE00001257370.2	2	ENST00000317683.3	2945	1	CDS (ENST00000317683.3, CDS 1 of 2, 2945bp)	ENST00000317683.3	1	16	2945	First	group1
ENST00000317697.3:1	409751	ENSE00002234111.1	4	ENST00000317697.3	2211	1	CDS (ENST00000317697.3, CDS 1 of 4, 2211bp)	ENST00000317697.3	1	38	2211	First	group1
ENST00000317811.4:1	348919	ENSE00001257528.7	1	ENST00000317811.4	2685	1	CDS (ENST00000317811.4, CDS 1 of 1, 2685bp)	ENST00000317811.4	1	1	2685	Last	group1
ENST00000317897.3:1	150716	ENSE00001277321.5	1	ENST00000317897.3	1681	1	CDS (ENST00000317897.3, CDS 1 of 1, 1681bp)	ENST00000317897.3	1	1	1681	Last	group1
ENST00000317897.3:1	150716	ENSE00001277321.5	1	ENST00000317897.3	1681	1	CDS (ENST00000317897.3, CDS 1 of 1, 1681bp)	ENST00000317897.3	1	1	1681	Last	group1
ENST00000318006.5:1	473565	ENSE00001845469.1	25	ENST00000318006.5	2129	1	CDS (ENST00000318006.5, CDS 1 of 25, 2129bp)	ENST00000318006.5	1	22	2129	First	group1
ENST00000318006.5:1	473565	ENSE00001845469.1	25	ENST00000318006.5	2129	1	CDS (ENST00000318006.5, CDS 1 of 25, 2129bp)	ENST00000318006.5	1	22	2129	First	group1
ENST00000318008.6:1	526790	ENSE00002711323.1	1	ENST00000318008.6	400	1	CDS (ENST00000318008.6, CDS 1 of 7, 400bp)	ENST00000318008.6	1	66	400	First	group1
ENST00000318037.3:1	152384	ENSE00001257846.4	6	ENST00000318037.3	3990	1	CDS (ENST00000318037.3, CDS 1 of 6, 3990bp)	ENST00000318037.3	1	58	3990	First	group1
ENST00000318083.6:1	611047	ENSE00003214633.1	10	ENST00000318083.6	809	1	CDS (ENST00000318083.6, CDS 1 of 10, 809bp)	ENST00000318083.6	1	2	809	First	group1
ENST00000318130.8:1	56615	ENSE00001380524.5	20	ENST00000318130.8	4242	1	CDS (ENST00000318130.8, CDS 1 of 20, 4242bp)	ENST00000318130.8	1	17	4242	First	group1
ENST00000318443.5:2	465674	ENSE00003619218.1	2	ENST00000318443.5	133	2	CDS (ENST00000318443.5, CDS 10 of 10, 1585bp)	ENST00000318443.5	2	2	1585	Last	group1
ENST00000318443.5:2	465674	ENSE00003619218.1	2	ENST00000318443.5	133	2	CDS (ENST00000318443.5, CDS 10 of 10, 1585bp)	ENST00000318443.5	2	2	1585	Last	group1
ENST00000318445.6:2	469664	ENSE00003519263.1	2	ENST00000318445.6	466	2	CDS (ENST00000318445.6, CDS 10 of 10, 3148bp)	ENST00000318445.6	2	2	3148	Last	group1
ENST00000318511.3:14	577780	ENSE00001187223.2	14	ENST00000318511.3	126	14	CDS (ENST00000318511.3, CDS 20 of 20, 3239bp)	ENST00000318511.3	14	17	3239	Middle	group1
ENST00000318562.8:15	344100	ENSE00003587235.1	15	ENST00000318562.8	113	15	CDS (ENST00000318562.8, CDS 21 of 21, 827bp)	ENST00000318562.8	15	18	827	Middle	group1
ENST00000318631.3:1	150442	ENSE00001278358.2	3	ENST00000318631.3	1561	1	CDS (ENST00000318631.3, CDS 1 of 3, 1561bp)	ENST00000318631.3	1	27	1561	First	group1
ENST00000318631.3:1	150442	ENSE00001278358.2	3	ENST00000318631.3	1561	1	CDS (ENST00000318631.3, CDS 1 of 3, 1561bp)	ENST00000318631.3	1	27	1561	First	group1
ENST00000318753.8:1	646483	ENSE00003458221.1	4	ENST00000318753.8	792	1	CDS (ENST00000318753.8, CDS 1 of 4, 792bp)	ENST00000318753.8	1	38	792	First	group1
ENST00000318789.4:1	141584	ENSE00001899813.1	21	ENST00000318789.4	4699	1	CDS (ENST00000318789.4, CDS 1 of 21, 4699bp)	ENST00000318789.4	1	18	4699	First	group1
ENST00000318789.4:1	141584	ENSE00001899813.1	21	ENST00000318789.4	4699	1	CDS (ENST00000318789.4, CDS 1 of 21, 4699bp)	ENST00000318789.4	1	18	4699	First	group1
ENST00000318948.4:1	633358	ENSE00001541968.1	4	ENST00000318948.4	7292	1	CDS (ENST00000318948.4, CDS 1 of 4, 7292bp)	ENST00000318948.4	1	38	7292	First	group1
ENST00000318948.4:1	633358	ENSE00001541968.1	4	ENST00000318948.4	7292	1	CDS (ENST00000318948.4, CDS 1 of 4, 7292bp)	ENST00000318948.4	1	38	7292	First	group1
ENST00000318948.4:1	633358	ENSE00001541968.1	4	ENST00000318948.4	7292	1	CDS (ENST00000318948.4, CDS 1 of 4, 7292bp)	ENST00000318948.4	1	38	7292	First	group1
ENST00000318948.4:1	633358	ENSE00001541968.1	4	ENST00000318948.4	7292	1	CDS (ENST00000318948.4, CDS 1 of 4, 7292bp)	ENST00000318948.4	1	38	7292	First	group1
ENST00000318967.2:25	19773	ENSE00003529751.1	25	ENST00000318967.2	49	25	CDS (ENST00000318967.2, CDS 30 of 30, 887bp)	ENST00000318967.2	25	28	887	Middle	group1
ENST00000318967.2:25	19773	ENSE00003529751.1	25	ENST00000318967.2	49	25	CDS (ENST00000318967.2, CDS 30 of 30, 887bp)	ENST00000318967.2	25	28	887	Middle	group1
ENST00000319004.5:1	538638	ENSE00001278885.7	2	ENST00000319004.5	3619	1	CDS (ENST00000319004.5, CDS 1 of 2, 3619bp)	ENST00000319004.5	1	16	3619	First	group1
ENST00000319004.5:1	538638	ENSE00001278885.7	2	ENST00000319004.5	3619	1	CDS (ENST00000319004.5, CDS 1 of 2, 3619bp)	ENST00000319004.5	1	16	3619	First	group1
ENST00000319004.5:1	538638	ENSE00001278885.7	2	ENST00000319004.5	3619	1	CDS (ENST00000319004.5, CDS 1 of 2, 3619bp)	ENST00000319004.5	1	16	3619	First	group1
ENST00000319004.5:1	538638	ENSE00001278885.7	2	ENST00000319004.5	3619	1	CDS (ENST00000319004.5, CDS 1 of 2, 3619bp)	ENST00000319004.5	1	16	3619	First	group1
ENST00000319004.5:1	538638	ENSE00001278885.7	2	ENST00000319004.5	3619	1	CDS (ENST00000319004.5, CDS 1 of 2, 3619bp)	ENST00000319004.5	1	16	3619	First	group1
ENST00000319004.5:1	538638	ENSE00001278885.7	2	ENST00000319004.5	3619	1	CDS (ENST00000319004.5, CDS 1 of 2, 3619bp)	ENST00000319004.5	1	16	3619	First	group1
ENST00000319080.7:10	401420	ENSE00003663423.1	10	ENST00000319080.7	122	10	CDS (ENST00000319080.7, CDS 17 of 17, 5657bp)	ENST00000319080.7	10	13	5657	Middle	group1
ENST00000319080.7:10	401420	ENSE00003663423.1	10	ENST00000319080.7	122	10	CDS (ENST00000319080.7, CDS 17 of 17, 5657bp)	ENST00000319080.7	10	13	5657	Middle	group1
ENST00000319080.7:10	401420	ENSE00003663423.1	10	ENST00000319080.7	122	10	CDS (ENST00000319080.7, CDS 17 of 17, 5657bp)	ENST00000319080.7	10	13	5657	Middle	group1
ENST00000319121.3:1	549977	ENSE00002549532.1	2	ENST00000319121.3	1777	1	CDS (ENST00000319121.3, CDS 1 of 2, 1777bp)	ENST00000319121.3	1	16	1777	First	group1
ENST00000319121.3:1	549977	ENSE00002549532.1	2	ENST00000319121.3	1777	1	CDS (ENST00000319121.3, CDS 1 of 2, 1777bp)	ENST00000319121.3	1	16	1777	First	group1
ENST00000319194.5:5	464533	ENSE00003590825.1	5	ENST00000319194.5	177	5	CDS (ENST00000319194.5, CDS 12 of 17, 534bp)	ENST00000319194.5	5	13	534	Middle	group1
ENST00000319285.4:1	510023	ENSE00001220331.7	3	ENST00000319285.4	915	1	CDS (ENST00000319285.4, CDS 1 of 3, 915bp)	ENST00000319285.4	1	27	915	First	group1
ENST00000319363.6:6	636634	ENSE00001239658.1	6	ENST00000319363.6	48	6	CDS (ENST00000319363.6, CDS 13 of 13, 7387bp)	ENST00000319363.6	6	8	7387	Middle	group1
ENST00000319363.6:6	636634	ENSE00001239658.1	6	ENST00000319363.6	48	6	CDS (ENST00000319363.6, CDS 13 of 13, 7387bp)	ENST00000319363.6	6	8	7387	Middle	group1
ENST00000319380.7:1	558818	ENSE00001259731.9	18	ENST00000319380.7	2163	1	CDS (ENST00000319380.7, CDS 1 of 18, 2163bp)	ENST00000319380.7	1	14	2163	First	group1
ENST00000319380.7:1	558818	ENSE00001259731.9	18	ENST00000319380.7	2163	1	CDS (ENST00000319380.7, CDS 1 of 18, 2163bp)	ENST00000319380.7	1	14	2163	First	group1
ENST00000319380.7:1	558818	ENSE00001259731.9	18	ENST00000319380.7	2163	1	CDS (ENST00000319380.7, CDS 1 of 18, 2163bp)	ENST00000319380.7	1	14	2163	First	group1
ENST00000319410.5:7	515979	ENSE00003593797.1	9	ENST00000319410.5	163	7	CDS (ENST00000319410.5, CDS 14 of 15, 180bp)	ENST00000319410.5	7	11	180	Middle	group1
ENST00000319420.3:1	429389	ENSE00001259752.3	2	ENST00000319420.3	2470	1	CDS (ENST00000319420.3, CDS 1 of 2, 2470bp)	ENST00000319420.3	1	16	2470	First	group1
ENST00000319432.5:1	99967	ENSE00001000603.8	24	ENST00000319432.5	4919	1	CDS (ENST00000319432.5, CDS 1 of 24, 4919bp)	ENST00000319432.5	1	21	4919	First	group1
ENST00000319555.3:2	500896	ENSE00003501706.1	2	ENST00000319555.3	105	2	CDS (ENST00000319555.3, CDS 10 of 10, 3869bp)	ENST00000319555.3	2	2	3869	Last	group1
ENST00000319592.4:1	168858	ENSE00001077387.5	6	ENST00000319592.4	2889	1	CDS (ENST00000319592.4, CDS 1 of 6, 2889bp)	ENST00000319592.4	1	58	2889	First	group1
