anno	seqnames	start	end	width	peak	groupname	gene_type	gene_name	location	transcriptID
UTR3 (ENST00000263370.2)	chr19	41245631	41245680	50	chr19:41245631-41245680|Locus_7245	group1	protein_coding	ITPKC	UTR3	ENST00000263370.2
UTR3 (ENST00000263370.2)	chr19	41245956	41246030	75	chr19:41245956-41246030|Locus_7246	group1	protein_coding	ITPKC	UTR3	ENST00000263370.2
UTR3 (ENST00000263377.2)	chr19	15348776	15349050	275	chr19:15348776-15349050|Locus_2575	group1	protein_coding	BRD4	UTR3	ENST00000263377.2
UTR3 (ENST00000263379.2)	chr19	14163259	14163408	150	chr19:14163259-14163408|Locus_8462	group1	protein_coding	IL27RA	UTR3	ENST00000263379.2
CDS (ENST00000263382.3, CDS 4 of 4, 109bp)	chr19	14237000	14247234	10235	chr19:14237000-14247234|Locus_5231	group1	protein_coding	ASF1B	CDS	ENST00000263382.3
CDS (ENST00000263398.6, CDS 1 of 9, 67bp)	chr11	35160867	35198170	37304	chr11:35160867-35198170|Locus_8535	group1	protein_coding	CD44	CDS	ENST00000263398.6
UTR3 (ENST00000263398.6)	chr11	35250922	35251046	125	chr11:35250922-35251046|Locus_8536	group1	protein_coding	CD44	UTR3	ENST00000263398.6
UTR3 (ENST00000263433.3)	chr19	55602356	55602805	450	chr19:55602356-55602805|Locus_4761	group1	protein_coding	PPP1R12C	UTR3	ENST00000263433.3
CDS (ENST00000263461.6, CDS 29 of 29, 158bp)	chr10	122668176	122668225	50	chr10:122668176-122668225|Locus_5226	group1	protein_coding	WDR11	CDS	ENST00000263461.6
UTR3 (ENST00000263461.6)	chr10	122668251	122668375	125	chr10:122668251-122668375|Locus_5227	group1	protein_coding	WDR11	UTR3	ENST00000263461.6
UTR3 (ENST00000263578.5)	chr11	126147768	126148027	260	chr11:126147768-126148027|Locus_5138	group1	protein_coding	FOXRED1	UTR3	ENST00000263578.5
CDS (ENST00000263640.3, CDS 1 of 9, 135bp)	chr2	158593608	158594057	450	chr2:158593608-158594057|Locus_8099	group1	protein_coding	ACVR1	CDS	ENST00000263640.3
CDS (ENST00000263657.2, CDS 7 of 7, 68bp)	chr2	68401914	68402138	225	chr2:68401914-68402138|Locus_5414	group1	protein_coding	PNO1	CDS	ENST00000263657.2
CDS (ENST00000263672.6, CDS 1 of 5, 114bp)	chr11	74660342	74676820	16479	chr11:74660342-74676820|Locus_8689	group1	protein_coding	SPCS2	CDS	ENST00000263672.6
CDS (ENST00000263674.3, CDS 1 of 21, 3192bp)	chr11	73020113	73020462	350	chr11:73020113-73020462|Locus_8731	group1	protein_coding	ARHGEF17	CDS	ENST00000263674.3
CDS (ENST00000263674.3, CDS 1 of 21, 3192bp)	chr11	73020538	73066603	46066	chr11:73020538-73066603|Locus_8732	group1	protein_coding	ARHGEF17	CDS	ENST00000263674.3
CDS (ENST00000263674.3, CDS 20 of 21, 270bp)	chr11	73076977	73079362	2386	chr11:73076977-73079362|Locus_8733	group1	protein_coding	ARHGEF17	CDS	ENST00000263674.3
CDS (ENST00000263681.2, CDS 12 of 12, 203bp)	chr11	74351738	74352137	400	chr11:74351738-74352137|Locus_553	group1	protein_coding	POLD3	CDS	ENST00000263681.2
CDS (ENST00000263697.4, CDS 8 of 9, 102bp)	chr1	28555457	28556738	1282	chr1:28555457-28556738|Locus_2015	group1	protein_coding	DNAJC8	CDS	ENST00000263697.4
CDS (ENST00000263726.2, CDS 6 of 6, 395bp)	chr1	180243560	180243634	75	chr1:180243560-180243634|Locus_8080	group1	protein_coding	LHX4	CDS	ENST00000263726.2
CDS (ENST00000263733.4, CDS 7 of 7, 232bp)	chr1	179041207	179041756	550	chr1:179041207-179041756|Locus_8804	group1	protein_coding	FAM20B	CDS	ENST00000263733.4
UTR5 (ENST00000263734.3)	chr2	46524641	46524765	125	chr2:46524641-46524765|Locus_1830	group1	protein_coding	EPAS1	UTR5	ENST00000263734.3
CDS (ENST00000263734.3, CDS 12 of 16, 491bp)	chr2	46607375	46607524	150	chr2:46607375-46607524|Locus_1831	group1	protein_coding	EPAS1	CDS	ENST00000263734.3
UTR3 (ENST00000263734.3)	chr2	46613250	46613299	50	chr2:46613250-46613299|Locus_1832	group1	protein_coding	EPAS1	UTR3	ENST00000263734.3
CDS (ENST00000263736.4, CDS 1 of 20, 290bp)	chr2	45616494	45616668	175	chr2:45616494-45616668|Locus_4971	group1	protein_coding	SRBD1	CDS	ENST00000263736.4
UTR3 (ENST00000263776.8)	chr11	44105451	44105525	75	chr11:44105451-44105525|Locus_1904	group1	protein_coding	ACCS	UTR3	ENST00000263776.8
CDS (ENST00000263801.3, CDS 17 of 27, 1327bp)	chr15	43739625	43748530	8906	chr15:43739625-43748530|Locus_6625	group1	protein_coding	TP53BP1	CDS	ENST00000263801.3
CDS (ENST00000263801.3, CDS 12 of 27, 484bp)	chr15	43720292	43724566	4275	chr15:43720292-43724566|Locus_6626	group1	protein_coding	TP53BP1	CDS	ENST00000263801.3
CDS (ENST00000263801.3, CDS 7 of 27, 192bp)	chr15	43708496	43708645	150	chr15:43708496-43708645|Locus_6627	group1	protein_coding	TP53BP1	CDS	ENST00000263801.3
CDS (ENST00000263805.4, CDS 18 of 19, 2184bp)	chr15	42742193	42742342	150	chr15:42742193-42742342|Locus_6124	group1	protein_coding	ZNF106	CDS	ENST00000263805.4
CDS (ENST00000263805.4, CDS 17 of 19, 634bp)	chr15	42740328	42740677	350	chr15:42740328-42740677|Locus_6125	group1	protein_coding	ZNF106	CDS	ENST00000263805.4
CDS (ENST00000263805.4, CDS 12 of 19, 781bp)	chr15	42731323	42731572	250	chr15:42731323-42731572|Locus_6126	group1	protein_coding	ZNF106	CDS	ENST00000263805.4
CDS (ENST00000263847.1, CDS 1 of 14, 143bp)	chr11	59343721	59344145	425	chr11:59343721-59344145|Locus_4229	group1	protein_coding	OSBP	CDS	ENST00000263847.1
UTR3 (ENST00000263847.1)	chr11	59343171	59343220	50	chr11:59343171-59343220|Locus_4230	group1	protein_coding	OSBP	UTR3	ENST00000263847.1
CDS (ENST00000263857.6, CDS 1 of 34, 101bp)	chr2	86253876	86254550	675	chr2:86253876-86254550|Locus_2793	group1	protein_coding	POLR1A	CDS	ENST00000263857.6
UTR3 (ENST00000263857.6)	chr2	86253801	86253850	50	chr2:86253801-86253850|Locus_2794	group1	protein_coding	POLR1A	UTR3	ENST00000263857.6
UTR3 (ENST00000263857.6)	chr2	86248764	86248863	100	chr2:86248764-86248863|Locus_8175	group1	protein_coding	POLR1A	UTR3	ENST00000263857.6
CDS (ENST00000263867.4, CDS 8 of 9, 173bp)	chr2	85628911	85629060	150	chr2:85628911-85629060|Locus_7427	group1	protein_coding	CAPG	CDS	ENST00000263867.4
CDS (ENST00000263967.3, CDS 20 of 20, 271bp)	chr3	178952064	178952363	300	chr3:178952064-178952363|Locus_4559	group1	protein_coding	PIK3CA	CDS	ENST00000263967.3
UTR5 (ENST00000263980.3)	chr1	27481186	27481235	50	chr1:27481186-27481235|Locus_6351	group1	protein_coding	SLC9A1	UTR5	ENST00000263980.3
CDS (ENST00000263997.6, CDS 1 of 5, 131bp)	chr16	68335083	68335282	200	chr16:68335083-68335282|Locus_8162	group1	protein_coding	SLC7A6OS	CDS	ENST00000263997.6
CDS (ENST00000264005.5, CDS 1 of 6, 575bp)	chr16	67974037	67974111	75	chr16:67974037-67974111|Locus_3797	group1	protein_coding	LCAT	CDS	ENST00000264005.5
CDS (ENST00000264010.4, CDS 1 of 10, 781bp)	chr16	67644992	67645516	525	chr16:67644992-67645516|Locus_544	group1	protein_coding	CTCF	CDS	ENST00000264010.4
CDS (ENST00000264018.4, CDS 12 of 12, 200bp)	chr11	118656901	118657175	275	chr11:118656901-118657175|Locus_1582	group1	protein_coding	DDX6	CDS	ENST00000264018.4
UTR3 (ENST00000264018.4)	chr11	118622348	118622572	225	chr11:118622348-118622572|Locus_1583	group1	protein_coding	DDX6	UTR3	ENST00000264018.4
CDS (ENST00000264033.4, CDS 11 of 16, 378bp)	chr11	119156094	119156243	150	chr11:119156094-119156243|Locus_7956	group1	protein_coding	CBL	CDS	ENST00000264033.4
UTR3 (ENST00000264036.4)	chr11	119180209	119180533	325	chr11:119180209-119180533|Locus_3937	group1	protein_coding	MCAM	UTR3	ENST00000264036.4
UTR3 (ENST00000264036.4)	chr11	119179884	119180108	225	chr11:119179884-119180108|Locus_3938	group1	protein_coding	MCAM	UTR3	ENST00000264036.4
CDS (ENST00000264039.2, CDS 9 of 9, 233bp)	chr2	241405660	241406609	950	chr2:241405660-241406609|Locus_3149	group1	protein_coding	GPC1	CDS	ENST00000264039.2
CDS (ENST00000264080.7, CDS 17 of 18, 120bp)	chr19	6735702	6736687	986	chr19:6735702-6736687|Locus_5432	group1	protein_coding	GPR108	CDS	ENST00000264080.7
CDS (ENST00000264144.4, CDS 23 of 23, 254bp)	chr1	183212535	183212634	100	chr1:183212535-183212634|Locus_3790	group1	protein_coding	LAMC2	CDS	ENST00000264144.4
UTR3 (ENST00000264144.4)	chr1	183212910	183212984	75	chr1:183212910-183212984|Locus_3791	group1	protein_coding	LAMC2	UTR3	ENST00000264144.4
CDS (ENST00000264151.5, CDS 6 of 7, 388bp)	chr2	190619961	190620135	175	chr2:190619961-190620135|Locus_6065	group1	protein_coding	OSGEPL1	CDS	ENST00000264151.5
CDS (ENST00000264156.2, CDS 17 of 17, 107bp)	chr2	136630396	136633885	3490	chr2:136630396-136633885|Locus_3945	group1	protein_coding	MCM6	CDS	ENST00000264156.2
CDS (ENST00000264158.8, CDS 24 of 24, 237bp)	chr2	135926298	135926672	375	chr2:135926298-135926672|Locus_2096	group1	protein_coding	RAB3GAP1	CDS	ENST00000264158.8
CDS (ENST00000264198.3, CDS 1 of 4, 730bp)	chr1	20827491	20827715	225	chr1:20827491-20827715|Locus_6971	group1	protein_coding	MUL1	CDS	ENST00000264198.3
UTR3 (ENST00000264198.3)	chr1	20826391	20827115	725	chr1:20826391-20827115|Locus_6972	group1	protein_coding	MUL1	UTR3	ENST00000264198.3
UTR3 (ENST00000264198.3)	chr1	20826191	20826265	75	chr1:20826191-20826265|Locus_6973	group1	protein_coding	MUL1	UTR3	ENST00000264198.3
CDS (ENST00000264211.8, CDS 24 of 30, 840bp)	chr1	21268057	21268381	325	chr1:21268057-21268381|Locus_7957	group1	protein_coding	EIF4G3	CDS	ENST00000264211.8
CDS (ENST00000264230.4, CDS 7 of 7, 1144bp)	chr4	57842705	57842954	250	chr4:57842705-57842954|Locus_7616	group1	protein_coding	NOA1	CDS	ENST00000264230.4
CDS (ENST00000264233.5, CDS 15 of 30, 3107bp)	chr3	121208502	121208551	50	chr3:121208502-121208551|Locus_554	group1	protein_coding	POLQ	CDS	ENST00000264233.5
UTR5 (ENST00000264235.8)	chr3	119813047	119813196	150	chr3:119813047-119813196|Locus_3330	group1	protein_coding	GSK3B	UTR5	ENST00000264235.8
UTR5 (ENST00000264235.8)	chr3	119812622	119812746	125	chr3:119812622-119812746|Locus_3331	group1	protein_coding	GSK3B	UTR5	ENST00000264235.8
CDS (ENST00000264245.4, CDS 12 of 12, 2409bp)	chr3	119133470	119134519	1050	chr3:119133470-119134519|Locus_5595	group1	protein_coding	ARHGAP31	CDS	ENST00000264245.4
CDS (ENST00000264245.4, CDS 12 of 12, 2409bp)	chr3	119134570	119135194	625	chr3:119134570-119135194|Locus_5596	group1	protein_coding	ARHGAP31	CDS	ENST00000264245.4
CDS (ENST00000264249.3, CDS 1 of 5, 538bp)	chr2	101009472	101009846	375	chr2:101009472-101009846|Locus_8472	group1	protein_coding	CHST10	CDS	ENST00000264249.3
UTR3 (ENST00000264249.3)	chr2	101008997	101009321	325	chr2:101008997-101009321|Locus_8473	group1	protein_coding	CHST10	UTR3	ENST00000264249.3
UTR3 (ENST00000264249.3)	chr2	101008347	101008621	275	chr2:101008347-101008621|Locus_8474	group1	protein_coding	CHST10	UTR3	ENST00000264249.3
CDS (ENST00000264276.6, CDS 31 of 33, 938bp)	chr2	202626021	202626120	100	chr2:202626021-202626120|Locus_5726	group1	protein_coding	ALS2	CDS	ENST00000264276.6
CDS (ENST00000264276.6, CDS 31 of 33, 938bp)	chr2	202625621	202625995	375	chr2:202625621-202625995|Locus_5727	group1	protein_coding	ALS2	CDS	ENST00000264276.6
UTR3 (ENST00000264276.6)	chr2	202566361	202566410	50	chr2:202566361-202566410|Locus_5728	group1	protein_coding	ALS2	UTR3	ENST00000264276.6
UTR3 (ENST00000264276.6)	chr2	202565536	202565710	175	chr2:202565536-202565710|Locus_5729	group1	protein_coding	ALS2	UTR3	ENST00000264276.6
UTR3 (ENST00000264313.6)	chr4	48424168	48424342	175	chr4:48424168-48424342|Locus_5673	group1	protein_coding	SLAIN2	UTR3	ENST00000264313.6
CDS (ENST00000264335.8, CDS 6 of 6, 64bp)	chr17	1303372	1303471	100	chr17:1303372-1303471|Locus_6750	group1	protein_coding	YWHAE	CDS	ENST00000264335.8
UTR5 (ENST00000264360.5)	chr4	134070570	134070694	125	chr4:134070570-134070694|Locus_5644	group1	protein_coding	PCDH10	UTR5	ENST00000264360.5
CDS (ENST00000264360.5, CDS 1 of 5, 2631bp)	chr4	134072145	134072769	625	chr4:134072145-134072769|Locus_5645	group1	protein_coding	PCDH10	CDS	ENST00000264360.5
CDS (ENST00000264360.5, CDS 1 of 5, 2631bp)	chr4	134073145	134073319	175	chr4:134073145-134073319|Locus_5646	group1	protein_coding	PCDH10	CDS	ENST00000264360.5
CDS (ENST00000264380.4, CDS 19 of 41, 1160bp)	chr2	209190686	209190760	75	chr2:209190686-209190760|Locus_1787	group1	protein_coding	PIKFYVE	CDS	ENST00000264380.4
UTR3 (ENST00000264380.4)	chr2	209220033	209220182	150	chr2:209220033-209220182|Locus_1788	group1	protein_coding	PIKFYVE	UTR3	ENST00000264380.4
CDS (ENST00000264381.3, CDS 3 of 3, 1517bp)	chr3	165547735	165547809	75	chr3:165547735-165547809|Locus_5845	group1	protein_coding	BCHE	CDS	ENST00000264381.3
CDS (ENST00000264433.6, CDS 13 of 17, 1327bp)	chr4	159790246	159790295	50	chr4:159790246-159790295|Locus_5666	group1	protein_coding	FNIP2	CDS	ENST00000264433.6
CDS (ENST00000264433.6, CDS 13 of 17, 1327bp)	chr4	159790321	159791554	1234	chr4:159790321-159791554|Locus_5667	group1	protein_coding	FNIP2	CDS	ENST00000264433.6
CDS (ENST00000264434.2, CDS 8 of 8, 823bp)	chr2	70408522	70408671	150	chr2:70408522-70408671|Locus_4882	group1	protein_coding	C2orf42	CDS	ENST00000264434.2
CDS (ENST00000264447.4, CDS 21 of 27, 1225bp)	chr2	71650298	71650672	375	chr2:71650298-71650672|Locus_3102	group1	protein_coding	ZNF638	CDS	ENST00000264447.4
CDS (ENST00000264498.3, CDS 3 of 3, 186bp)	chr4	123813442	123813616	175	chr4:123813442-123813616|Locus_1999	group1	protein_coding	FGF2	CDS	ENST00000264498.3
CDS (ENST00000264501.4, CDS 27 of 84, 838bp)	chr4	123161152	123161251	100	chr4:123161152-123161251|Locus_7565	group1	protein_coding	KIAA1109	CDS	ENST00000264501.4
UTR3 (ENST00000264607.4)	chr2	239355234	239355433	200	chr2:239355234-239355433|Locus_4488	group1	protein_coding	ASB1	UTR3	ENST00000264607.4
UTR5 (ENST00000264639.4)	chr17	38137171	38137220	50	chr17:38137171-38137220|Locus_5472	group1	protein_coding	PSMD3	UTR5	ENST00000264639.4
CDS (ENST00000264645.7, CDS 7 of 13, 686bp)	chr17	38319929	38320103	175	chr17:38319929-38320103|Locus_2006	group1	protein_coding	CASC3	CDS	ENST00000264645.7
CDS (ENST00000264645.7, CDS 7 of 13, 686bp)	chr17	38320179	38323108	2930	chr17:38320179-38323108|Locus_2007	group1	protein_coding	CASC3	CDS	ENST00000264645.7
UTR3 (ENST00000264668.2)	chr5	7900438	7900637	200	chr5:7900438-7900637|Locus_4072	group1	protein_coding	MTRR	UTR3	ENST00000264668.2
CDS (ENST00000264670.6, CDS 1 of 19, 307bp)	chr5	6600102	6600201	100	chr5:6600102-6600201|Locus_4829	group1	protein_coding	NSUN2	CDS	ENST00000264670.6
CDS (ENST00000264670.6, CDS 1 of 19, 307bp)	chr5	6599677	6600076	400	chr5:6599677-6600076|Locus_4830	group1	protein_coding	NSUN2	CDS	ENST00000264670.6
CDS (ENST00000264712.3, CDS 8 of 8, 1545bp)	chr2	26204214	26204663	450	chr2:26204214-26204663|Locus_3734	group1	protein_coding	KIF3C	CDS	ENST00000264712.3
CDS (ENST00000264712.3, CDS 8 of 8, 1545bp)	chr2	26203564	26203738	175	chr2:26203564-26203738|Locus_3735	group1	protein_coding	KIF3C	CDS	ENST00000264712.3
CDS (ENST00000264712.3, CDS 8 of 8, 1545bp)	chr2	26178507	26203288	24782	chr2:26178507-26203288|Locus_3736	group1	protein_coding	KIF3C	CDS	ENST00000264712.3
UTR3 (ENST00000264712.3)	chr2	26151030	26151429	400	chr2:26151030-26151429|Locus_3737	group1	protein_coding	KIF3C	UTR3	ENST00000264712.3
UTR3 (ENST00000264712.3)	chr2	26150005	26150204	200	chr2:26150005-26150204|Locus_3738	group1	protein_coding	KIF3C	UTR3	ENST00000264712.3
CDS (ENST00000264758.7, CDS 9 of 14, 345bp)	chr4	2906814	2906863	50	chr4:2906814-2906863|Locus_986	group1	protein_coding	ADD1	CDS	ENST00000264758.7
UTR3 (ENST00000264758.7)	chr4	2930588	2930812	225	chr4:2930588-2930812|Locus_987	group1	protein_coding	ADD1	UTR3	ENST00000264758.7
CDS (ENST00000264771.4, CDS 10 of 10, 673bp)	chr4	951777	952001	225	chr4:951777-952001|Locus_7621	group1	protein_coding	TMEM175	CDS	ENST00000264771.4
CDS (ENST00000264771.4, CDS 10 of 10, 673bp)	chr4	952277	952443	167	chr4:952277-952443|Locus_7622	group1	protein_coding	TMEM175	CDS	ENST00000264771.4
UTR3 (ENST00000264819.4)	chr19	306425	306599	175	chr19:306425-306599|Locus_4700	group1	protein_coding	MIER2	UTR3	ENST00000264819.4
CDS (ENST00000264832.3, CDS 7 of 7, 173bp)	chr19	10395871	10396545	675	chr19:10395871-10396545|Locus_3557	group1	protein_coding	ICAM1	CDS	ENST00000264832.3
CDS (ENST00000264895.6, CDS 74 of 74, 594bp)	chr4	79462113	79462262	150	chr4:79462113-79462262|Locus_7195	group1	protein_coding	FRAS1	CDS	ENST00000264895.6
CDS (ENST00000264932.6, CDS 2 of 15, 87bp)	chr5	223619	224484	866	chr5:223619-224484|Locus_6014	group1	protein_coding	SDHA	CDS	ENST00000264932.6
CDS (ENST00000264933.4, CDS 1 of 6, 101bp)	chr5	271861	272874	1014	chr5:271861-272874|Locus_60	group1	protein_coding	PDCD6	CDS	ENST00000264933.4
UTR3 (ENST00000264956.6)	chr4	5813127	5813451	325	chr4:5813127-5813451|Locus_1894	group1	protein_coding	EVC	UTR3	ENST00000264956.6
UTR3 (ENST00000264956.6)	chr4	5814352	5814676	325	chr4:5814352-5814676|Locus_1895	group1	protein_coding	EVC	UTR3	ENST00000264956.6
UTR3 (ENST00000264956.6)	chr4	5814777	5815026	250	chr4:5814777-5815026|Locus_1896	group1	protein_coding	EVC	UTR3	ENST00000264956.6
UTR3 (ENST00000264963.4)	chr2	97372567	97372941	375	chr2:97372567-97372941|Locus_7356	group1	protein_coding	LMAN2L	UTR3	ENST00000264963.4
CDS (ENST00000264977.3, CDS 1 of 13, 1995bp)	chr3	135720524	135720698	175	chr3:135720524-135720698|Locus_5037	group1	protein_coding	PPP2R3A	CDS	ENST00000264977.3
CDS (ENST00000264993.3, CDS 5 of 5, 151bp)	chr3	133306861	133307710	850	chr3:133306861-133307710|Locus_5140	group1	protein_coding	CDV3	CDS	ENST00000264993.3
CDS (ENST00000265000.4, CDS 2 of 12, 461bp)	chr4	174169247	174213263	44017	chr4:174169247-174213263|Locus_4523	group1	protein_coding	GALNT7	CDS	ENST00000265000.4
UTR3 (ENST00000265022.3)	chr3	185867490	185867539	50	chr3:185867490-185867539|Locus_1526	group1	protein_coding	DGKG	UTR3	ENST00000265022.3
UTR3 (ENST00000265056.7)	chr3	127340641	127340965	325	chr3:127340641-127340965|Locus_3942	group1	protein_coding	MCM2	UTR3	ENST00000265056.7
CDS (ENST00000265070.6, CDS 4 of 4, 225bp)	chr5	32143896	32173949	30054	chr5:32143896-32173949|Locus_6048	group1	protein_coding	GOLPH3	CDS	ENST00000265070.6
CDS (ENST00000265070.6, CDS 1 of 4, 425bp)	chr5	32126224	32126648	425	chr5:32126224-32126648|Locus_6049	group1	protein_coding	GOLPH3	CDS	ENST00000265070.6
CDS (ENST00000265071.2, CDS 11 of 11, 491bp)	chr5	31323088	31323537	450	chr5:31323088-31323537|Locus_105	group1	protein_coding	CDH6	CDS	ENST00000265071.2
UTR5 (ENST00000265077.3)	chr5	82767518	82767642	125	chr5:82767518-82767642|Locus_1336	group1	protein_coding	VCAN	UTR5	ENST00000265077.3
CDS (ENST00000265077.3, CDS 6 of 14, 2961bp)	chr5	82815302	82815526	225	chr5:82815302-82815526|Locus_1337	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 6 of 14, 2961bp)	chr5	82815627	82816126	500	chr5:82815627-82816126|Locus_1338	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 6 of 14, 2961bp)	chr5	82816952	82817126	175	chr5:82816952-82817126|Locus_1339	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 6 of 14, 2961bp)	chr5	82817252	82817501	250	chr5:82817252-82817501|Locus_1340	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 6 of 14, 2961bp)	chr5	82817777	82817901	125	chr5:82817777-82817901|Locus_1341	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 6 of 14, 2961bp)	chr5	82817977	82831480	13504	chr5:82817977-82831480|Locus_1342	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 7 of 14, 5262bp)	chr5	82833056	82833605	550	chr5:82833056-82833605|Locus_1343	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 7 of 14, 5262bp)	chr5	82834481	82834705	225	chr5:82834481-82834705|Locus_1344	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 7 of 14, 5262bp)	chr5	82835931	82836130	200	chr5:82835931-82836130|Locus_1345	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 7 of 14, 5262bp)	chr5	82837056	82837305	250	chr5:82837056-82837305|Locus_1346	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 7 of 14, 5262bp)	chr5	82837631	82841373	3743	chr5:82837631-82841373|Locus_1347	group1	protein_coding	VCAN	CDS	ENST00000265077.3
CDS (ENST00000265077.3, CDS 14 of 14, 128bp)	chr5	82876171	82876345	175	chr5:82876171-82876345|Locus_1348	group1	protein_coding	VCAN	CDS	ENST00000265077.3
UTR3 (ENST00000265077.3)	chr5	82876796	82877120	325	chr5:82876796-82877120|Locus_1349	group1	protein_coding	VCAN	UTR3	ENST00000265077.3
CDS (ENST00000265087.4, CDS 1 of 4, 403bp)	chr5	172744451	172745200	750	chr5:172744451-172745200|Locus_7930	group1	protein_coding	STC2	CDS	ENST00000265087.4
CDS (ENST00000265109.3, CDS 14 of 17, 1536bp)	chr5	34823857	34824331	475	chr5:34823857-34824331|Locus_2909	group1	protein_coding	RAI14	CDS	ENST00000265109.3
UTR3 (ENST00000265109.3)	chr5	34831212	34831261	50	chr5:34831212-34831261|Locus_2910	group1	protein_coding	RAI14	UTR3	ENST00000265109.3
CDS (ENST00000265140.5, CDS 20 of 20, 482bp)	chr5	94030902	94031076	175	chr5:94030902-94031076|Locus_7602	group1	protein_coding	ANKRD32	CDS	ENST00000265140.5
CDS (ENST00000265245.5, CDS 7 of 14, 414bp)	chr3	194373524	194373648	125	chr3:194373524-194373648|Locus_5091	group1	protein_coding	LSG1	CDS	ENST00000265245.5
CDS (ENST00000265245.5, CDS 1 of 14, 180bp)	chr3	194362517	194362891	375	chr3:194362517-194362891|Locus_5092	group1	protein_coding	LSG1	CDS	ENST00000265245.5
UTR3 (ENST00000265245.5)	chr3	194362142	194362316	175	chr3:194362142-194362316|Locus_5093	group1	protein_coding	LSG1	UTR3	ENST00000265245.5
CDS (ENST00000265277.5, CDS 1 of 7, 703bp)	chr10	112724208	112745398	21191	chr10:112724208-112745398|Locus_7266	group1	protein_coding	SHOC2	CDS	ENST00000265277.5
CDS (ENST00000265304.6, CDS 1 of 6, 24bp)	chr7	141438759	141438983	225	chr7:141438759-141438983|Locus_6469	group1	protein_coding	SSBP1	CDS	ENST00000265304.6
CDS (ENST00000265318.4, CDS 13 of 13, 1012bp)	chr2	220435169	220435543	375	chr2:220435169-220435543|Locus_2492	group1	protein_coding	OBSL1	CDS	ENST00000265318.4
CDS (ENST00000265318.4, CDS 13 of 13, 1012bp)	chr2	220434944	220435143	200	chr2:220434944-220435143|Locus_2493	group1	protein_coding	OBSL1	CDS	ENST00000265318.4
CDS (ENST00000265340.7, CDS 2 of 3, 233bp)	chr5	134364999	134367077	2079	chr5:134364999-134367077|Locus_4570	group1	protein_coding	PITX1	CDS	ENST00000265340.7
UTR3 (ENST00000265340.7)	chr5	134363724	134364348	625	chr5:134363724-134364348|Locus_4571	group1	protein_coding	PITX1	UTR3	ENST00000265340.7
CDS (ENST00000265343.5, CDS 19 of 20, 795bp)	chr5	132269975	132270499	525	chr5:132269975-132270499|Locus_3058	group1	protein_coding	AFF4	CDS	ENST00000265343.5
CDS (ENST00000265343.5, CDS 19 of 20, 795bp)	chr5	132269875	132269924	50	chr5:132269875-132269924|Locus_3059	group1	protein_coding	AFF4	CDS	ENST00000265343.5
CDS (ENST00000265343.5, CDS 11 of 20, 918bp)	chr5	132232478	132232727	250	chr5:132232478-132232727|Locus_3060	group1	protein_coding	AFF4	CDS	ENST00000265343.5
CDS (ENST00000265343.5, CDS 11 of 20, 918bp)	chr5	132232078	132232377	300	chr5:132232078-132232377|Locus_3061	group1	protein_coding	AFF4	CDS	ENST00000265343.5
UTR3 (ENST00000265343.5)	chr5	132216596	132216745	150	chr5:132216596-132216745|Locus_3062	group1	protein_coding	AFF4	UTR3	ENST00000265343.5
CDS (ENST00000265348.3, CDS 25 of 25, 580bp)	chr6	43020085	43020359	275	chr6:43020085-43020359|Locus_8720	group1	protein_coding	CUL7	CDS	ENST00000265348.3
UTR3 (ENST00000265350.4)	chr6	41874442	41874766	325	chr6:41874442-41874766|Locus_8471	group1	protein_coding	MED20	UTR3	ENST00000265350.4
UTR3 (ENST00000265354.4)	chr6	43147065	43147239	175	chr6:43147065-43147239|Locus_6459	group1	protein_coding	SRF	UTR3	ENST00000265354.4
CDS (ENST00000265361.3, CDS 1 of 17, 414bp)	chr7	80374129	80374503	375	chr7:80374129-80374503|Locus_472	group1	protein_coding	SEMA3C	CDS	ENST00000265361.3
UTR3 (ENST00000265471.5)	chr11	62382768	62383092	325	chr11:62382768-62383092|Locus_2961	group1	protein_coding	B3GAT3	UTR3	ENST00000265471.5
UTR3 (ENST00000265537.3)	chr3	45589126	45589675	550	chr3:45589126-45589675|Locus_2530	group1	protein_coding	LARS2	UTR3	ENST00000265537.3
UTR3 (ENST00000265689.4)	chr11	67821201	67821375	175	chr11:67821201-67821375|Locus_747	group1	protein_coding	CHKA	UTR3	ENST00000265689.4
CDS (ENST00000265713.2, CDS 16 of 16, 600bp)	chr8	41906361	41906610	250	chr8:41906361-41906610|Locus_7145	group1	protein_coding	KAT6A	CDS	ENST00000265713.2
