Annotation Cluster 1	Enrichment Score: 2.0389579489268073
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:PX	3	0.9090909090909091	0.1147988205759942	9784, 221749, 79856	244	48	20063	5.139088114754099	1.0	1.0	1.0
INTERPRO	IPR001683:Phox homologous domain	3	0.9090909090909091	0.14143541846597396	9784, 221749, 79856	224	55	18559	4.519237012987013	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0035091~phosphatidylinositol binding	3	0.9090909090909091	0.29670462601073216	9784, 221749, 79856	217	85	16881	2.7456221198156685	1.0	1.0	1.0

Annotation Cluster 14	Enrichment Score: 0.7675148141451145
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04910:Insulin signaling pathway	6	1.8181818181818181	0.028825181331639423	6464, 1399, 5894, 5499, 3099, 5590	87	138	6879	3.4377811094452775	0.9954003580772413	1.0	1.0
BIOCARTA	h_pyk2Pathway:Links between Pyk2 and Map Kinases	3	0.9090909090909091	0.03695544603491366	6464, 1399, 5894	19	28	1625	9.163533834586467	0.9508288493498775	0.8770765293914163	0.8770765293914163
BIOCARTA	h_integrinPathway:Integrin Signaling Pathway	3	0.9090909090909091	0.06140448655851541	6464, 1399, 5894	19	37	1625	6.93456614509246	0.9937153960558089	0.8770765293914163	0.8770765293914163
BIOCARTA	h_il2rbPathway:IL-2 Receptor Beta Chain in T cell Activation	3	0.9090909090909091	0.0674373090351196	6464, 1399, 5894	19	39	1625	6.578947368421052	0.9962481719004525	0.8770765293914163	0.8770765293914163
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	6	1.8181818181818181	0.08273396453568022	58191, 6464, 1399, 5894, 109, 5590	87	186	6879	2.550611790878754	0.9999998743572177	1.0	1.0
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	6	1.8181818181818181	0.12184212835558254	1399, 5894, 5499, 1133, 10297, 3675	87	210	6879	2.2591133004926105	0.9999999999585659	1.0	1.0
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	3	0.9090909090909091	0.22710777132716728	6464, 1399, 5894	87	72	6879	3.2945402298850572	1.0	1.0	1.0
KEGG_PATHWAY	hsa04510:Focal adhesion	5	1.5151515151515151	0.25658998481373596	6464, 1399, 5894, 5499, 3675	87	206	6879	1.9191496484767325	1.0	1.0	1.0
KEGG_PATHWAY	hsa04012:ErbB signaling pathway	3	0.9090909090909091	0.29682005145778756	6464, 1399, 5894	87	87	6879	2.7265160523186682	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0007507~heart development	4	1.2121212121212122	0.4028655347003635	6464, 1399, 5894, 3675	212	183	16792	1.7313125064439634	1.0	1.0	1.0
KEGG_PATHWAY	hsa04722:Neurotrophin signaling pathway	3	0.9090909090909091	0.4447458464672804	6464, 1399, 5894	87	120	6879	1.9767241379310345	1.0	1.0	1.0
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	5	1.5151515151515151	0.4829084200663759	10018, 6464, 1399, 5894, 10297	87	286	6879	1.3823245719797443	1.0	1.0	1.0
KEGG_PATHWAY	hsa04015:Rap1 signaling pathway	4	1.2121212121212122	0.4912917449775094	1399, 5894, 109, 5590	87	210	6879	1.5060755336617404	1.0	1.0	1.0
KEGG_PATHWAY	hsa05200:Pathways in cancer	6	1.8181818181818181	0.5499450070520495	8322, 1399, 5894, 10297, 3675, 109	87	393	6879	1.2071597788891812	1.0	1.0	1.0

Annotation Cluster 15	Enrichment Score: 0.7033207237686502
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:27	3	0.9090909090909091	0.04787421159767307	4670, 388697, 6238	244	29	20063	8.50607687959299	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:26	3	0.9090909090909091	0.05398038637399777	4670, 388697, 6238	244	31	20063	7.957297726070862	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:24	3	0.9090909090909091	0.06361856729759345	4670, 388697, 6238	244	34	20063	7.255183220829315	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:25	3	0.9090909090909091	0.06361856729759345	4670, 388697, 6238	244	34	20063	7.255183220829315	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:23	3	0.9090909090909091	0.0737845748218399	4670, 388697, 6238	244	37	20063	6.666925121843155	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:22	3	0.9090909090909091	0.08807436863813073	4670, 388697, 6238	244	41	20063	6.016493402638945	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:21	3	0.9090909090909091	0.0955030796556617	4670, 388697, 6238	244	43	20063	5.736656500190621	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:20	3	0.9090909090909091	0.1069641448036984	4670, 388697, 6238	244	46	20063	5.362526728439059	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:19	3	0.9090909090909091	0.1147988205759942	4670, 388697, 6238	244	48	20063	5.139088114754099	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:18	3	0.9090909090909091	0.1187698963249638	4670, 388697, 6238	244	49	20063	5.0342087654734025	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:17	3	0.9090909090909091	0.14744093804647473	4670, 388697, 6238	244	56	20063	4.404932669789227	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:16	3	0.9090909090909091	0.16868911775629142	4670, 388697, 6238	244	61	20063	4.043872614888471	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:15	3	0.9090909090909091	0.22583938940061474	4670, 388697, 6238	244	74	20063	3.3334625609215776	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:14	3	0.9090909090909091	0.25271262238760217	4670, 388697, 6238	244	80	20063	3.083452868852459	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:13	3	0.9090909090909091	0.27067835130825557	4670, 388697, 6238	244	84	20063	2.9366217798594847	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:12	3	0.9090909090909091	0.2796595837772289	4670, 388697, 6238	244	86	20063	2.8683282500953107	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:11	3	0.9090909090909091	0.29311509545924974	4670, 388697, 6238	244	89	20063	2.7716430281819853	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:5	4	1.2121212121212122	0.3096225976549103	4670, 388697, 10297, 6238	244	161	20063	2.0428673251196416	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:10	3	0.9090909090909091	0.33322067310717934	4670, 388697, 6238	244	98	20063	2.5171043827367012	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:9	3	0.9090909090909091	0.37265609788190657	4670, 388697, 6238	244	107	20063	2.305385322506511	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:4	4	1.2121212121212122	0.41161059696587116	4670, 388697, 10297, 6238	244	192	20063	1.7130293715846996	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:8	3	0.9090909090909091	0.44433359023619035	4670, 388697, 6238	244	124	20063	1.9893244315177154	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:7	3	0.9090909090909091	0.4804174673727067	4670, 388697, 6238	244	133	20063	1.8547084925428323	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:3	4	1.2121212121212122	0.5145624749031736	4670, 388697, 10297, 6238	244	225	20063	1.461785063752277	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:6	3	0.9090909090909091	0.5335993475107935	4670, 388697, 6238	244	147	20063	1.678069588491134	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:1	4	1.2121212121212122	0.6045890311420271	4670, 388697, 10297, 6238	244	257	20063	1.2797729157364293	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:2	4	1.2121212121212122	0.6124440017586716	4670, 388697, 10297, 6238	244	260	20063	1.2650063051702398	1.0	1.0	1.0

Annotation Cluster 16	Enrichment Score: 0.5843739796997071
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04915:Estrogen signaling pathway	4	1.2121212121212122	0.12645626535223264	6464, 5894, 109, 10488	87	99	6879	3.1947056774642983	0.9999999999842828	1.0	1.0
KEGG_PATHWAY	hsa04916:Melanogenesis	4	1.2121212121212122	0.12925145637688734	8322, 5894, 109, 10488	87	100	6879	3.162758620689655	0.999999999991285	1.0	1.0
KEGG_PATHWAY	hsa05034:Alcoholism	5	1.5151515151515151	0.1801008804203894	6464, 5894, 5499, 116444, 10488	87	177	6879	2.2335865965322426	0.9999999999999999	1.0	1.0
KEGG_PATHWAY	hsa05031:Amphetamine addiction	3	0.9090909090909091	0.1995274573754088	5499, 116444, 10488	87	66	6879	3.5940438871473352	1.0	1.0	1.0
KEGG_PATHWAY	hsa04024:cAMP signaling pathway	5	1.5151515151515151	0.23475762710595946	5894, 5499, 116444, 109, 10488	87	198	6879	1.9966910484151865	1.0	1.0	1.0
KEGG_PATHWAY	hsa04022:cGMP-PKG signaling pathway	4	1.2121212121212122	0.3164585375543424	5894, 5499, 109, 10488	87	158	6879	2.0017459624618072	1.0	1.0	1.0
KEGG_PATHWAY	hsa04270:Vascular smooth muscle contraction	3	0.9090909090909091	0.4319199532032985	5894, 5499, 109	87	117	6879	2.0274093722369586	1.0	1.0	1.0
KEGG_PATHWAY	hsa04261:Adrenergic signaling in cardiomyocytes	3	0.9090909090909091	0.5181929439679507	5499, 109, 10488	87	138	6879	1.7188905547226387	1.0	1.0	1.0
KEGG_PATHWAY	hsa04921:Oxytocin signaling pathway	3	0.9090909090909091	0.563519035967057	5894, 5499, 109	87	150	6879	1.5813793103448277	1.0	1.0	1.0

Annotation Cluster 17	Enrichment Score: 0.5183268240107418
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0098609~cell-cell adhesion	6	1.8181818181818181	0.25486856356874876	10190, 7112, 6709, 1399, 55379, 1453	212	271	16792	1.7536726310659332	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0098641~cadherin binding involved in cell-cell adhesion	6	1.8181818181818181	0.31369504352211364	10190, 7112, 6709, 1399, 55379, 1453	217	290	16881	1.609502621960909	1.0	1.0	1.0
GOTERM_CC_DIRECT	GO:0005913~cell-cell adherens junction	6	1.8181818181818181	0.3484942364302358	10190, 7112, 6709, 1399, 55379, 1453	220	323	18224	1.538755980861244	1.0	1.0	0.9964028776978417

Annotation Cluster 18	Enrichment Score: 0.4755915023623518
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:ANK 6	4	1.2121212121212122	0.11881130061426065	57524, 142678, 348094, 140459	244	99	20063	3.322238781255175	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:ANK 5	4	1.2121212121212122	0.24729903500384826	57524, 142678, 348094, 140459	244	142	20063	2.316208727776495	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:ANK 4	4	1.2121212121212122	0.339461454040629	57524, 142678, 348094, 140459	244	170	20063	1.9347155255544841	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:ANK 1	5	1.5151515151515151	0.34263183570506	57524, 116986, 142678, 348094, 140459	244	244	20063	1.684946922870196	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:ANK 2	5	1.5151515151515151	0.34481172366965185	57524, 116986, 142678, 348094, 140459	244	245	20063	1.678069588491134	1.0	1.0	1.0
INTERPRO	IPR002110:Ankyrin repeat	5	1.5151515151515151	0.36724708088871605	57524, 116986, 142678, 348094, 140459	224	255	18559	1.624562324929972	1.0	1.0	1.0
UP_KEYWORDS	ANK repeat	5	1.5151515151515151	0.3738985251488913	57524, 116986, 142678, 348094, 140459	242	264	20581	1.6107093663911844	1.0	1.0	0.9893238434163701
INTERPRO	IPR020683:Ankyrin repeat-containing domain	5	1.5151515151515151	0.3918429619737859	57524, 116986, 142678, 348094, 140459	224	265	18559	1.5632580862533692	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:ANK 3	4	1.2121212121212122	0.45947400229186397	57524, 142678, 348094, 140459	244	207	20063	1.5888968084263881	1.0	1.0	1.0
SMART	SM00248:ANK	4	1.2121212121212122	0.6021705367264696	57524, 142678, 348094, 140459	126	249	10057	1.2822081978708484	1.0	1.0	1.0

Annotation Cluster 19	Enrichment Score: 0.4519715389553901
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0004004~ATP-dependent RNA helicase activity	3	0.9090909090909091	0.20211932248969092	55760, 23517, 64794	217	65	16881	3.590428925912797	1.0	1.0	1.0
INTERPRO	IPR014001:Helicase, superfamily 1/2, ATP-binding domain	3	0.9090909090909091	0.38186657280146385	55760, 23517, 64794	224	110	18559	2.2596185064935064	1.0	1.0	1.0
UP_SEQ_FEATURE	domain:Helicase ATP-binding	3	0.9090909090909091	0.4026746599712461	55760, 23517, 64794	244	114	20063	2.1638265746333047	1.0	1.0	1.0
UP_KEYWORDS	Helicase	3	0.9090909090909091	0.5007720327215646	55760, 23517, 64794	242	143	20581	1.784170375079466	1.0	1.0	0.9893238434163701

Annotation Cluster 20	Enrichment Score: 0.43626438157490405
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR011511:Variant SH3	3	0.9090909090909091	0.16660032548335374	57524, 1399, 79729	224	61	18559	4.074721896955504	1.0	1.0	1.0
UP_KEYWORDS	SH3 domain	4	1.2121212121212122	0.4622362801943367	57524, 6709, 1399, 79729	242	215	20581	1.5822410147991544	1.0	1.0	0.9893238434163701
SMART	SM00326:SH3	4	1.2121212121212122	0.473918272561352	57524, 6709, 1399, 79729	126	206	10057	1.5498535983972876	1.0	1.0	1.0
INTERPRO	IPR001452:Src homology-3 domain	4	1.2121212121212122	0.4928322786742295	57524, 6709, 1399, 79729	224	218	18559	1.520232634338139	1.0	1.0	1.0

Annotation Cluster 21	Enrichment Score: 0.3909109050252878
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0008237~metallopeptidase activity	3	0.9090909090909091	0.27774260964078606	10939, 10004, 10213	217	81	16881	2.88120839733743	1.0	1.0	1.0
UP_KEYWORDS	Protease	8	2.4242424242424243	0.4534922783596349	147968, 5695, 11098, 10939, 84971, 9736, 10004, 10213	242	544	20581	1.250668449197861	1.0	1.0	0.9893238434163701
UP_KEYWORDS	Metalloprotease	3	0.9090909090909091	0.5334022907161522	10939, 10004, 10213	242	152	20581	1.6785287081339713	1.0	1.0	0.9893238434163701

Annotation Cluster 22	Enrichment Score: 0.3171507352846721
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005789~endoplasmic reticulum membrane	13	3.939393939393939	0.3423055704532906	7112, 8694, 5870, 7444, 10998, 2677, 55379, 1760, 56246, 55627, 138311, 10488, 11018	220	862	18224	1.2492723054207973	1.0	1.0	0.9964028776978417
UP_KEYWORDS	Endoplasmic reticulum	14	4.242424242424243	0.489017889533604	8694, 7444, 10998, 57338, 2677, 55379, 1760, 56246, 55627, 6238, 138311, 8878, 10488, 11018	242	1067	20581	1.115872880633893	1.0	1.0	0.9893238434163701
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	10	3.0303030303030303	0.6680501725526566	10998, 7444, 10273, 55379, 56246, 55627, 6238, 8878, 10488, 11018	220	828	18224	1.0004391743522179	1.0	1.0	0.9964028776978417

Annotation Cluster 23	Enrichment Score: 0.24170211293617308
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR019775:WD40 repeat, conserved site	4	1.2121212121212122	0.3241862017294952	5928, 55779, 1130, 197335	224	166	18559	1.99645008605852	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:WD 6	4	1.2121212121212122	0.42449679085469944	5928, 55779, 1130, 197335	244	196	20063	1.6780695884911343	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:WD 7	3	0.9090909090909091	0.5480990330269399	55779, 1130, 197335	244	151	20063	1.6336174139615676	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:WD 5	4	1.2121212121212122	0.5497108159629647	5928, 55779, 1130, 197335	244	237	20063	1.3877706301445667	1.0	1.0	1.0
INTERPRO	IPR015943:WD40/YVTN repeat-like-containing domain	5	1.5151515151515151	0.5649435041534128	57448, 5928, 55779, 1130, 197335	224	331	18559	1.251551035822184	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:WD 4	4	1.2121212121212122	0.5992946269535278	5928, 55779, 1130, 197335	244	255	20063	1.289810350369656	1.0	1.0	1.0
INTERPRO	IPR001680:WD40 repeat	4	1.2121212121212122	0.6276579658107926	5928, 55779, 1130, 197335	224	268	18559	1.2366071428571428	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:WD 3	4	1.2121212121212122	0.6353783696709496	5928, 55779, 1130, 197335	244	269	20063	1.2226826741422392	1.0	1.0	1.0
UP_KEYWORDS	WD repeat	4	1.2121212121212122	0.641968182181025	5928, 55779, 1130, 197335	242	281	20581	1.2106114526043352	1.0	1.0	0.9893238434163701
SMART	SM00320:WD40	4	1.2121212121212122	0.6494595580650507	5928, 55779, 1130, 197335	126	267	10057	1.1957671957671958	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:WD 1	4	1.2121212121212122	0.6573561220180296	5928, 55779, 1130, 197335	244	278	20063	1.1830994221016629	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:WD 2	4	1.2121212121212122	0.6573561220180296	5928, 55779, 1130, 197335	244	278	20063	1.1830994221016629	1.0	1.0	1.0
INTERPRO	IPR017986:WD40-repeat-containing domain	4	1.2121212121212122	0.7147305765272246	5928, 55779, 1130, 197335	224	306	18559	1.0830415499533146	1.0	1.0	1.0

Annotation Cluster 24	Enrichment Score: 0.237821166830026
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:TPR 3	3	0.9090909090909091	0.5445037276607381	10273, 196385, 29899	244	150	20063	1.6445081967213115	1.0	1.0	1.0
UP_KEYWORDS	TPR repeat	3	0.9090909090909091	0.5842210206210524	10273, 196385, 29899	242	167	20581	1.5277626565051714	1.0	1.0	0.9893238434163701
UP_SEQ_FEATURE	repeat:TPR 1	3	0.9090909090909091	0.5930190546400496	10273, 196385, 29899	244	164	20063	1.5041233506597362	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:TPR 2	3	0.9090909090909091	0.5930190546400496	10273, 196385, 29899	244	164	20063	1.5041233506597362	1.0	1.0	1.0

Annotation Cluster 25	Enrichment Score: 0.22392132226107403
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR018247:EF-Hand 1, calcium-binding site	4	1.2121212121212122	0.3640955266940955	147968, 6709, 2312, 388697	224	178	18559	1.861857945425361	1.0	1.0	1.0
INTERPRO	IPR011992:EF-hand-like domain	5	1.5151515151515151	0.4327344800479318	147968, 6709, 2312, 11076, 388697	224	279	18559	1.4848150281618024	1.0	1.0	1.0
INTERPRO	IPR002048:EF-hand domain	4	1.2121212121212122	0.5127212475447551	147968, 6709, 2312, 388697	224	228	18559	1.4535557644110275	1.0	1.0	1.0
UP_SEQ_FEATURE	domain:EF-hand 1	3	0.9090909090909091	0.6584040862281243	6709, 2312, 388697	244	185	20063	1.333385024368631	1.0	1.0	1.0
UP_SEQ_FEATURE	domain:EF-hand 2	3	0.9090909090909091	0.6584040862281243	6709, 2312, 388697	244	185	20063	1.333385024368631	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005509~calcium ion binding	8	2.4242424242424243	0.8162703538270047	147968, 6709, 4054, 2312, 388697, 27039, 63826, 83849	217	717	16881	0.8679790987794767	1.0	1.0	1.0
UP_KEYWORDS	Calcium	7	2.1212121212121215	0.9471385774791548	147968, 6709, 2312, 953, 388697, 116444, 3675	242	877	20581	0.6788120659272313	1.0	1.0	0.9893238434163701

Annotation Cluster 26	Enrichment Score: 0.18800278128461329
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:PH	4	1.2121212121212122	0.571084981280932	116986, 23101, 11047, 84904	244	245	20063	1.3424556707929074	1.0	1.0	1.0
INTERPRO	IPR011993:Pleckstrin homology-like domain	6	1.8181818181818181	0.5855422351073686	6464, 60312, 116986, 23101, 1130, 84904	224	427	18559	1.1642062562730011	1.0	1.0	1.0
INTERPRO	IPR001849:Pleckstrin homology domain	4	1.2121212121212122	0.6351460033316785	60312, 116986, 23101, 84904	224	271	18559	1.2229177648919345	1.0	1.0	1.0
SMART	SM00233:PH	4	1.2121212121212122	0.6418593896266198	60312, 116986, 23101, 84904	126	264	10057	1.2093554593554592	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0043547~positive regulation of GTPase activity	6	1.8181818181818181	0.8421969416867071	23526, 6709, 6464, 116986, 23101, 84904	212	565	16792	0.8411420938387043	1.0	1.0	1.0

Annotation Cluster 27	Enrichment Score: 0.1850828155822888
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0030054~cell junction	8	2.4242424242424243	0.31463750456794704	199990, 10409, 1133, 116444, 11011, 6853, 54623, 5590	220	459	18224	1.4437710437710438	1.0	1.0	0.9964028776978417
UP_KEYWORDS	Synapse	3	0.9090909090909091	0.9237232345880577	1133, 116444, 6853	242	357	20581	0.7146676852559205	1.0	1.0	0.9893238434163701
UP_KEYWORDS	Cell junction	5	1.5151515151515151	0.9580743134663569	1133, 116444, 6853, 3675, 5590	242	675	20581	0.62996632996633	1.0	1.0	0.9893238434163701

Annotation Cluster 28	Enrichment Score: 0.10160579653846395
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	nucleotide phosphate-binding region:GTP	4	1.2121212121212122	0.7277123298020487	5870, 2774, 116986, 84617	244	310	20063	1.0609730301427815	1.0	1.0	1.0
UP_KEYWORDS	GTP-binding	4	1.2121212121212122	0.7684758982451326	5870, 2774, 116986, 84617	242	343	20581	0.9917837264776039	1.0	1.0	0.9893238434163701
GOTERM_MF_DIRECT	GO:0003924~GTPase activity	3	0.9090909090909091	0.803968473900297	5870, 2774, 84617	217	234	16881	0.9973413683091104	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0005525~GTP binding	4	1.2121212121212122	0.8724645911602217	5870, 2774, 116986, 84617	217	384	16881	0.810339861751152	1.0	1.0	1.0

Annotation Cluster 29	Enrichment Score: 0.09805771392180773
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0006366~transcription from RNA polymerase II promoter	7	2.1212121212121215	0.6277205712993249	2551, 254251, 83860, 6878, 1052, 10488, 8928	212	513	16792	1.080804737209901	1.0	1.0	1.0
UP_KEYWORDS	Activator	7	2.1212121212121215	0.7898997242897388	9584, 9970, 53635, 254251, 1052, 10488, 8928	242	661	20581	0.9006326502544354	1.0	1.0	0.9893238434163701
GOTERM_MF_DIRECT	GO:0001077~transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding	3	0.9090909090909091	0.8077732504288191	2551, 1052, 10488	217	236	16881	0.9888893228149652	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0000978~RNA polymerase II core promoter proximal region sequence-specific DNA binding	4	1.2121212121212122	0.8358716112376614	5928, 2551, 1052, 10488	217	355	16881	0.8765366391899785	1.0	1.0	1.0
GOTERM_MF_DIRECT	GO:0003700~transcription factor activity, sequence-specific DNA binding	8	2.4242424242424243	0.9659264621284326	9970, 8896, 2551, 6878, 1052, 10488, 8928, 203523	217	961	16881	0.6475973088708479	1.0	1.0	1.0

Annotation Cluster 30	Enrichment Score: 0.09780709588173861
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Transcription	26	7.878787878787878	0.761426633190932	9584, 92822, 254251, 2551, 23081, 26155, 84864, 51106, 340385, 8928, 10336, 9970, 221037, 1052, 203523, 79366, 5928, 140685, 171568, 53635, 11177, 51535, 83860, 6878, 54623, 10488	242	2398	20581	0.9220941693835772	1.0	1.0	0.9893238434163701
UP_KEYWORDS	Transcription regulation	25	7.575757575757576	0.7788149931578354	9584, 92822, 254251, 2551, 23081, 26155, 84864, 51106, 340385, 8928, 10336, 9970, 221037, 1052, 203523, 79366, 5928, 140685, 53635, 11177, 51535, 83860, 6878, 54623, 10488	242	2332	20581	0.9117222828629347	1.0	1.0	0.9893238434163701
GOTERM_BP_DIRECT	GO:0006355~regulation of transcription, DNA-templated	17	5.151515151515151	0.7923068025216566	7112, 9584, 92822, 221037, 203523, 79366, 5928, 140685, 24144, 53635, 11177, 51106, 51535, 340385, 55206, 9736, 10336	212	1504	16792	0.8952980730630269	1.0	1.0	1.0
GOTERM_BP_DIRECT	GO:0006351~transcription, DNA-templated	21	6.363636363636363	0.8646012611097167	11083, 9584, 9970, 92822, 221037, 1052, 203523, 79366, 23081, 5928, 26155, 140685, 84864, 171568, 53635, 11177, 51106, 51535, 340385, 10488, 10336	212	1955	16792	0.8508227573227816	1.0	1.0	1.0

Annotation Cluster 31	Enrichment Score: 0.06837289405552835
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	repeat:LRR 5	3	0.9090909090909091	0.772183662559082	55379, 196385, 143570	244	231	20063	1.067862465403449	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:LRR 4	3	0.9090909090909091	0.8173434569872444	55379, 196385, 143570	244	255	20063	0.967357762777242	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:LRR 3	3	0.9090909090909091	0.8832801362782677	55379, 196385, 143570	244	302	20063	0.8168087069807838	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:LRR 1	3	0.9090909090909091	0.9030826989176917	55379, 196385, 143570	244	321	20063	0.7684617741688371	1.0	1.0	1.0
UP_SEQ_FEATURE	repeat:LRR 2	3	0.9090909090909091	0.9040331261230509	55379, 196385, 143570	244	322	20063	0.7660752469198656	1.0	1.0	1.0

Annotation Cluster 32	Enrichment Score: 0.03203101386417016
Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
